	M145_21	M145_29	M145_33	M145_37	M145_41	M145_45	M145_49	M145_53	M145_57	M1152_33	M1152_41	M1152_45	M1152_49	M1152_53	M1152_57	M1152_61	M1152_65	STDEV_M145_21	STDEV_M145_29	STDEV_M145_33	STDEV_M145_37	STDEV_M145_41	STDEV_M145_45	STDEV_M145_49	STDEV_M145_53	STDEV_M145_57	STDEV_M1152_33	STDEV_M1152_41	STDEV_M1152_45	STDEV_M1152_49	STDEV_M1152_53	STDEV_M1152_57	STDEV_M1152_61	STDEV_M1152_65
5DOAN	9.7456e-05	3.9807e-05	2.8747e-05	3.6e-06	3.8479e-06	4.2349e-06	2.2081e-06	1.674e-06	1.5875e-06	5.2541e-05	2.4743e-05	2.1994e-05	1.8207e-05	4.7436e-06	3.3886e-06	3.3289e-06	3.2378e-06	4.9055e-05	1.3993e-05	1.4293e-05	7.0394e-06	8.059e-06	1.2212e-05	9.3534e-06	6.5848e-06	5.9598e-06	2.9219e-07	1.6018e-07	2.5573e-05	2.0811e-05	2.0052e-05	1.2046e-05	9.0614e-06	9.6693e-06
5OP3TCCL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABT2DG	0.00017755	2.0341e-05	0	8.847e-05	0	1.7119e-05	0	0	0.00023971	0	-445.5224	986.8161	903.8475	994	990.8769	990	-105.2251	0.0044704	0.00064325	0	0.001637	0	0.00050936	0	0	0.0032216	0	721.8115	145.7126	423.3803	89.2859	131.1313	117.9573	363.4273
ABTD	-0.00017755	-2.0341e-05	0	-8.847e-05	0	-0.00039235	-0.00017407	0	-0.00023971	0	-289.3808	-871.9771	-783.7573	-25.6831	-19.3843	-30.1859	-861.7749	0.0044704	0.00064325	0	0.001637	0	0.004564	0.0038903	0	0.0032216	0	441.8212	296.1255	411.6129	157.3399	135.9473	168.9871	345.0109
ABTDG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC1MO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACITRULD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACODA	1.5179e-05	9.4057e-06	5.2547e-05	5.1095e-05	3.735e-05	1.5573e-05	6.8e-07	5.846e-05	7.0491e-06	0	6.7626e-08	7.2056e-05	5.692e-05	8.811e-05	8.08e-05	3.0268e-05	5.3414e-05	0.00048001	0.00029743	0.0012046	0.00098828	0.0006957	0.00032426	1.5198e-05	0.00076355	0.00022291	0	1.2334e-06	0.00097537	0.0010421	0.0012633	0.00099967	0.00069948	0.00087617
ACONIs	0	0	0	-4.1954e-08	-1.3655e-07	0	-5.7109e-08	-7.8912e-08	-4.8457e-08	-9.5744e-09	-4.5084e-09	0	0	-1.134e-08	-7.5092e-08	-4.6658e-08	-3.4304e-08	0	0	0	6.6235e-07	1.7584e-06	0	1.2763e-06	1.4393e-06	1.083e-06	3.0277e-07	1.4257e-07	0	0	3.586e-07	8.9482e-07	8.51e-07	7.6667e-07
ACPPAT120	2.051e-09	0	4.8596e-08	1.6687e-08	6.408e-09	6.5707e-08	4.464e-08	2.8985e-09	8.1037e-10	9.8507e-09	0	0	0	0	0	0	1.6693e-11	2.9118e-08	0	3.9539e-07	1.6487e-07	7.6368e-08	3.5162e-07	2.7772e-07	4.2007e-08	8.8913e-10	1.0345e-07	0	0	0	0	0	0	1.9892e-10
ACPPAT140	0.00024408	0.00010292	7.2791e-05	8.7317e-06	8.4302e-06	8.1645e-06	3.1309e-06	3.0907e-06	3.0535e-06	0.00013961	6.5741e-05	5.1987e-05	4.3128e-05	6.9911e-06	6.9791e-06	6.9778e-06	6.9784e-06	9.8619e-16	1.6167e-07	1.0153e-07	5.996e-08	5.1463e-08	6.0902e-08	2.289e-08	2.131e-08	2.179e-08	9.0894e-11	6.8505e-11	5.0381e-17	3.1335e-07	5.3262e-08	5.0489e-08	4.9174e-08	4.9807e-08
ACPPAT141	2.1892e-09	0	2.0073e-08	8.1192e-09	9.2566e-10	1.5749e-08	1.4292e-08	2.0028e-09	2.1419e-11	4.3896e-09	0	0	0	0	0	0	1.6693e-11	3.0916e-08	0	2.5849e-07	1.1544e-07	2.9272e-08	1.879e-07	1.7295e-07	3.653e-08	1.9445e-10	6.9304e-08	0	0	0	0	0	0	1.9892e-10
ACPPAT150	0.00015219	6.4171e-05	4.5386e-05	5.4443e-06	5.2563e-06	5.0906e-06	1.9521e-06	1.9271e-06	1.9039e-06	8.7049e-05	4.099e-05	3.2414e-05	2.689e-05	4.359e-06	4.3515e-06	4.3507e-06	4.3511e-06	1.1241e-18	1.008e-07	6.3306e-08	3.7385e-08	3.2087e-08	3.7973e-08	1.4272e-08	1.3287e-08	1.3586e-08	5.6673e-11	4.2713e-11	3.1417e-17	1.9538e-07	3.3209e-08	3.148e-08	3.0661e-08	3.1049e-08
ACPPAT160	0.0027902	0.0011765	0.00083209	9.9815e-05	9.6368e-05	9.3331e-05	3.579e-05	3.5331e-05	3.4906e-05	0.001596	0.0007515	0.00059428	0.000493	7.9917e-05	7.978e-05	7.9765e-05	7.9772e-05	2.3872e-16	1.8481e-06	1.1606e-06	6.8542e-07	5.8829e-07	6.9619e-07	2.6166e-07	2.436e-07	2.4909e-07	1.039e-09	7.831e-10	5.759e-16	3.582e-06	6.0885e-07	5.7716e-07	5.6213e-07	5.6926e-07
ACPPAT161	0.00071669	0.0003022	0.00021373	2.5639e-05	2.4753e-05	2.3973e-05	9.193e-06	9.0751e-06	8.966e-06	0.00040994	0.00019303	0.00015265	0.00012663	2.0528e-05	2.0492e-05	2.0489e-05	2.049e-05	1.0671e-17	4.7471e-07	2.9812e-07	1.7606e-07	1.5111e-07	1.7882e-07	6.7211e-08	6.2573e-08	6.3984e-08	2.6689e-10	2.0115e-10	1.4795e-16	9.2009e-07	1.5639e-07	1.4825e-07	1.4439e-07	1.4624e-07
ACPPAT170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1202e-16	0	2.6232e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3029e-14	0	2.4885e-10
ACPPAT180	1.2452e-12	0	0	0	0	0	0	0	7.586e-11	0	0	0	0	0	0	0	3.3386e-11	3.9376e-11	0	0	0	0	0	0	0	2.7344e-10	0	0	0	0	0	0	0	2.8032e-10
ACPPAT181	0	0	0	0	0	0	0	0	2.2312e-11	0	0	0	0	0	0	0	7.1541e-12	0	0	0	0	0	0	0	0	1.6555e-10	0	0	0	0	0	0	0	1.3048e-10
ACPPATai150	0.0026375	0.0011121	0.00078656	9.4353e-05	9.1095e-05	8.8224e-05	3.3831e-05	3.3398e-05	3.2996e-05	0.0015086	0.00071038	0.00056176	0.00046603	7.5544e-05	7.5414e-05	7.54e-05	7.5407e-05	1.439e-17	1.747e-06	1.0971e-06	6.4791e-07	5.561e-07	6.5809e-07	2.4734e-07	2.3027e-07	2.3546e-07	9.8218e-10	7.4025e-10	1.7315e-15	3.386e-06	5.7554e-07	5.4558e-07	5.3137e-07	5.3811e-07
ACPPATai170	0.0024241	0.0010221	0.00072291	8.6717e-05	8.3723e-05	8.1084e-05	3.1094e-05	3.0695e-05	3.0326e-05	0.0013865	0.00065289	0.0005163	0.00042831	6.9431e-05	6.9311e-05	6.9298e-05	6.9304e-05	2.618e-18	1.6056e-06	1.0083e-06	5.9548e-07	5.1109e-07	6.0483e-07	2.2733e-07	2.1164e-07	2.164e-07	9.0269e-10	6.8034e-10	5.0046e-16	3.112e-06	5.2896e-07	5.0142e-07	4.8837e-07	4.9456e-07
ACPPATi140	0.00053338	0.00022491	0.00015907	1.9081e-05	1.8422e-05	1.7842e-05	6.8418e-06	6.754e-06	6.6728e-06	0.00030509	0.00014366	0.00011361	9.4245e-05	1.5277e-05	1.5251e-05	1.5248e-05	1.525e-05	6.0401e-18	3.5329e-07	2.2187e-07	1.3103e-07	1.1246e-07	1.3309e-07	5.002e-08	4.6569e-08	4.7617e-08	1.9863e-10	1.497e-10	1.1011e-16	6.8476e-07	1.1639e-07	1.1033e-07	1.0746e-07	1.0882e-07
ACPPATi150	0.0015245	0.00064284	0.00045465	5.4539e-05	5.2655e-05	5.0996e-05	1.9555e-05	1.9305e-05	1.9072e-05	0.00087202	0.00041062	0.00032471	0.00026938	4.3667e-05	4.3591e-05	4.3583e-05	4.3587e-05	2.6911e-17	1.0098e-06	6.3417e-07	3.7451e-07	3.2144e-07	3.8039e-07	1.4297e-07	1.331e-07	1.361e-07	5.6772e-10	4.2788e-10	3.0949e-15	1.9572e-06	3.3268e-07	3.1536e-07	3.0714e-07	3.1104e-07
ACPPATi160	0.0030948	0.001305	0.00092294	0.00011071	0.00010689	0.00010352	3.9697e-05	3.9188e-05	3.8717e-05	0.0017702	0.00083355	0.00065916	0.00054683	8.8642e-05	8.849e-05	8.8473e-05	8.8481e-05	3.2873e-17	2.0499e-06	1.2874e-06	7.6025e-07	6.5251e-07	7.7219e-07	2.9023e-07	2.702e-07	2.7628e-07	1.1525e-09	8.686e-10	6.3888e-16	3.9731e-06	6.7533e-07	6.4017e-07	6.235e-07	6.314e-07
ACPPATi170	0.0011278	0.00047555	0.00033633	4.0345e-05	3.8952e-05	3.7724e-05	1.4466e-05	1.4281e-05	1.4109e-05	0.00064508	0.00030376	0.00024021	0.00019927	3.2303e-05	3.2247e-05	3.2241e-05	3.2244e-05	1.4295e-17	7.4701e-07	4.6913e-07	2.7705e-07	2.3779e-07	2.814e-07	1.0576e-07	9.8465e-08	1.0068e-07	4.1998e-10	3.1653e-10	2.328e-16	1.4479e-06	2.461e-07	2.3329e-07	2.2721e-07	2.3009e-07
ACPPATi180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACPScda	0	0	0	5.0863e-05	2.642e-05	0	0	9.308e-06	3.0338e-05	4.7872e-08	0	0	2.936e-05	0	0	8.3071e-06	5.7919e-05	0	0	0	0.0011368	0.00059049	0	0	0.00029435	0.00095938	1.0699e-06	0	0	0.00065618	0	0	0.00026269	0.0012945
ACPScpk	0	2.0306e-06	1.6134e-05	2.5477e-05	2.66e-05	3.3282e-05	0	1.8616e-05	0	2.3936e-08	1.1271e-08	0	1.468e-05	0	2.0521e-05	8.3071e-06	5.7894e-05	0	6.4213e-05	0.00051019	0.00080566	0.00059449	0.0010525	0	0.00041606	0	7.5692e-07	3.5642e-07	0	0.00046422	0	0.00045863	0.00026269	0.0012939
ACRCOAR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTCOALIG	-9.359	-1.8717	-1.2467	-1.587	-1.3358	-1.4892	-1.0061	-1.0935	-0.92877	-0.93809	1.1723	-1.1018	-0.40397	-14.0173	-0.41969	-0.66592	-13.0686	1.0289	1.0437	1.2308	1.2218	1.2194	0.77813	1.3772	2.012	1.3742	2.195	3.1195	4.6451	5.1032	10.0523	6.4166	5.6151	10.6318
ACTS1	0	7.0018e-07	2.4421e-06	3.0899e-05	2.3449e-06	1.8351e-06	8.9533e-06	1.1887e-05	1.0615e-05	1.9149e-08	0	0	0	0	0	0	0	0	1.2771e-05	3.8555e-05	0.00036032	2.6125e-05	2.1867e-05	0.0001153	0.00017541	0.00019361	2.4659e-07	0	0	0	0	0	0	0
ACTS15	0	7.0018e-07	2.4421e-06	3.0899e-05	2.3449e-06	1.8351e-06	8.9533e-06	1.1887e-05	1.0615e-05	1.9149e-08	0	0	0	0	0	0	0	0	1.2771e-05	3.8555e-05	0.00036032	2.6125e-05	2.1867e-05	0.0001153	0.00017541	0.00019361	2.4659e-07	0	0	0	0	0	0	0
ACTS19	0	3.5009e-07	1.221e-06	1.545e-05	1.1725e-06	9.1754e-07	4.4766e-06	5.9434e-06	5.3077e-06	9.5744e-09	0	0	0	0	0	0	0	0	6.3853e-06	1.9277e-05	0.00018016	1.3062e-05	1.0934e-05	5.7648e-05	8.7703e-05	9.6807e-05	1.233e-07	0	0	0	0	0	0	0
ADAPAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADMDC	0.0094176	0.0039748	0.0028105	0.00045598	0.00036224	0.00033383	0.00017505	0.00012313	0.00016848	0.0053868	0.0025365	0.0020467	0.0016942	0.00034425	0.00028276	0.0003534	0.00033502	1.1195e-16	0.00012043	6.2544e-05	0.0015607	0.0007686	0.00042098	0.00090992	0.00012264	0.00092505	1.6037e-07	6.1701e-08	0.0006489	0.0006751	0.0012089	0.00039057	0.00097154	0.00095578
ADXFUTNS	5.627e-06	9.0547e-07	1.2102e-06	0	6.7628e-07	1.1632e-06	6.8793e-07	5.1124e-07	3.5402e-07	1.1047e-08	7.803e-09	1.0826e-06	1.982e-06	2.1134e-06	7.6296e-07	1.1728e-07	6.1239e-07	4.9055e-05	1.278e-05	1.3482e-05	0	8.0588e-06	1.2212e-05	7.6647e-06	6.5838e-06	5.3285e-06	2.469e-07	1.4232e-07	1.7092e-05	2.0808e-05	2.005e-05	1.2046e-05	3.7088e-06	9.6681e-06
AHLGALb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AHOPS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALAS	0.003294	0.0017923	-0.00026955	-0.00010596	-7.0202e-05	-0.0023148	-0.00015763	-0.00012022	-0.00037043	0.0029771	0.0010821	0.00089656	0.00068919	-0.00059414	3.0574e-05	-3.4844e-05	7.2556e-05	0.0025684	0.002365	0.0048127	0.0021657	0.0018043	0.0051887	0.0014595	0.0015011	0.001984	0.00048623	0.0024054	0.002101	0.0022475	0.0020193	0.0014171	0.0016631	0.0010636
ALPHNH	0	0	0	0	2.4367e-05	0	0	7.8117e-06	0	0	0	1.3175e-05	0	7.0575e-05	1.8685e-05	3.1523e-05	5.222e-05	0	0	0	0	0.00077055	0	0	0.00024703	0	0	0	0.00041661	0	0.0022318	0.00059088	0.00070453	0.0016513
ANTDIOx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANTDIOy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AOBUTDs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP2EISOs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APATr	-0.041097	-0.016817	-0.035155	-0.0015652	-0.0096872	-0.0020035	-9.4785e-05	0.0049725	-0.00036765	-0.024496	-0.064527	0.070697	-0.060947	-0.12128	0.074591	0.158	0.10082	0.14171	0.0091025	0.73186	0.0085758	0.18447	0.024197	0.016887	0.24149	0.8013	0.034508	0.18567	0.245	0.22369	1.0366	0.42969	0.36433	0.37745
APG3PAT120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.3847e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5411e-11
APG3PAT140	0.00024408	0.00010292	7.2791e-05	8.7317e-06	8.4302e-06	8.1645e-06	3.1309e-06	3.0907e-06	3.0535e-06	0.00013961	6.5741e-05	5.1987e-05	4.3128e-05	6.9911e-06	6.9791e-06	6.9778e-06	6.9784e-06	4.5386e-18	1.6167e-07	1.0153e-07	5.996e-08	5.1463e-08	6.0902e-08	2.289e-08	2.131e-08	2.179e-08	9.0894e-11	6.8505e-11	5.038e-17	3.1335e-07	5.3262e-08	5.0489e-08	4.9174e-08	4.9798e-08
APG3PAT141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.4308e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8426e-10
APG3PAT150	0.00015219	6.4171e-05	4.5386e-05	5.4443e-06	5.2563e-06	5.0906e-06	1.9521e-06	1.9271e-06	1.9039e-06	8.7049e-05	4.099e-05	3.2414e-05	2.689e-05	4.359e-06	4.3515e-06	4.3507e-06	4.3511e-06	1.1241e-18	1.008e-07	6.3306e-08	3.7385e-08	3.2087e-08	3.7973e-08	1.4272e-08	1.3287e-08	1.3586e-08	5.6673e-11	4.2713e-11	3.1417e-17	1.9538e-07	3.3209e-08	3.148e-08	3.0661e-08	3.1049e-08
APG3PAT160	0.0027902	0.0011765	0.00083209	9.9815e-05	9.6368e-05	9.3331e-05	3.579e-05	3.5331e-05	3.4906e-05	0.001596	0.0007515	0.00059428	0.000493	7.9917e-05	7.978e-05	7.9765e-05	7.9772e-05	5.2488e-18	1.8481e-06	1.1606e-06	6.8542e-07	5.8829e-07	6.9619e-07	2.6166e-07	2.436e-07	2.4909e-07	1.039e-09	7.831e-10	5.759e-16	3.582e-06	6.0885e-07	5.7716e-07	5.6213e-07	5.6926e-07
APG3PAT161	0.00071669	0.0003022	0.00021373	2.5639e-05	2.4753e-05	2.3973e-05	9.193e-06	9.0751e-06	8.966e-06	0.00040994	0.00019303	0.00015265	0.00012663	2.0528e-05	2.0492e-05	2.0489e-05	2.049e-05	1.0671e-17	4.7471e-07	2.9812e-07	1.7606e-07	1.5111e-07	1.7882e-07	6.7211e-08	6.2573e-08	6.3982e-08	2.6689e-10	2.0115e-10	1.4795e-16	9.2009e-07	1.5639e-07	1.4825e-07	1.4439e-07	1.4622e-07
APG3PAT170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1202e-16	0	2.6232e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3029e-14	0	2.4885e-10
APG3PAT180	-1.2452e-12	0	0	0	0	0	0	0	-6.1581e-11	0	0	0	0	0	0	0	0	3.9376e-11	0	0	0	0	0	0	0	2.2631e-10	0	0	0	0	0	0	0	0
APG3PAT181	0	0	0	0	0	0	0	0	-1.3387e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0854e-10	0	0	0	0	0	0	0	0
APG3PATai150	0.0026375	0.0011121	0.00078656	9.4353e-05	9.1095e-05	8.8224e-05	3.3831e-05	3.3398e-05	3.2996e-05	0.0015086	0.00071038	0.00056176	0.00046603	7.5544e-05	7.5414e-05	7.54e-05	7.5407e-05	1.439e-17	1.747e-06	1.0971e-06	6.4791e-07	5.561e-07	6.5809e-07	2.4734e-07	2.3027e-07	2.3546e-07	9.8218e-10	7.4025e-10	1.7315e-15	3.386e-06	5.7554e-07	5.4558e-07	5.3137e-07	5.3811e-07
APG3PATai170	0.0024241	0.0010221	0.00072291	8.6717e-05	8.3723e-05	8.1084e-05	3.1094e-05	3.0695e-05	3.0326e-05	0.0013865	0.00065289	0.0005163	0.00042831	6.9431e-05	6.9311e-05	6.9298e-05	6.9304e-05	2.618e-18	1.6056e-06	1.0083e-06	5.9548e-07	5.1109e-07	6.0483e-07	2.2733e-07	2.1164e-07	2.164e-07	9.0269e-10	6.8034e-10	5.0046e-16	3.112e-06	5.2896e-07	5.0142e-07	4.8837e-07	4.9456e-07
APG3PATi140	0.00053338	0.00022491	0.00015907	1.9081e-05	1.8422e-05	1.7842e-05	6.8418e-06	6.754e-06	6.6728e-06	0.00030509	0.00014366	0.00011361	9.4245e-05	1.5277e-05	1.5251e-05	1.5248e-05	1.525e-05	6.0401e-18	3.5329e-07	2.2187e-07	1.3103e-07	1.1246e-07	1.3309e-07	5.002e-08	4.6569e-08	4.7617e-08	1.9863e-10	1.497e-10	1.1011e-16	6.8476e-07	1.1639e-07	1.1033e-07	1.0746e-07	1.0882e-07
APG3PATi150	0.0015245	0.00064284	0.00045465	5.4539e-05	5.2655e-05	5.0996e-05	1.9555e-05	1.9305e-05	1.9072e-05	0.00087202	0.00041062	0.00032471	0.00026938	4.3667e-05	4.3591e-05	4.3583e-05	4.3587e-05	2.6911e-17	1.0098e-06	6.3417e-07	3.7451e-07	3.2144e-07	3.8039e-07	1.4297e-07	1.331e-07	1.361e-07	5.6772e-10	4.2788e-10	3.0949e-15	1.9572e-06	3.3268e-07	3.1536e-07	3.0714e-07	3.1104e-07
APG3PATi160	0.0030948	0.001305	0.00092294	0.00011071	0.00010689	0.00010352	3.9697e-05	3.9188e-05	3.8717e-05	0.0017702	0.00083355	0.00065916	0.00054683	8.8642e-05	8.849e-05	8.8473e-05	8.8481e-05	3.2873e-17	2.0499e-06	1.2874e-06	7.6025e-07	6.5251e-07	7.7219e-07	2.9023e-07	2.702e-07	2.7628e-07	1.1525e-09	8.686e-10	6.3888e-16	3.9731e-06	6.7533e-07	6.4017e-07	6.235e-07	6.314e-07
APG3PATi170	0.0011278	0.00047555	0.00033633	4.0345e-05	3.8952e-05	3.7724e-05	1.4466e-05	1.4281e-05	1.4109e-05	0.00064508	0.00030376	0.00024021	0.00019927	3.2303e-05	3.2247e-05	3.2241e-05	3.2244e-05	1.4295e-17	7.4701e-07	4.6913e-07	2.7705e-07	2.3779e-07	2.814e-07	1.0576e-07	9.8465e-08	1.0068e-07	4.1998e-10	3.1653e-10	2.328e-16	1.4479e-06	2.461e-07	2.3329e-07	2.2721e-07	2.3009e-07
APG3PATi180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APPLDHr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APTNAT	0.00043902	0.00014672	5.3613e-05	6.074e-05	0.00087117	0.00063109	0.00085007	0.00083138	0.00054341	1.1848e-07	1.2022e-07	0.00019479	0.00039463	0.00070378	0.00023627	0.00048711	0.00031527	0.0035344	0.00166	0.00075669	0.00095894	0.0082667	0.0065369	0.0077453	0.0079481	0.0057359	1.3477e-06	9.4329e-07	0.0021702	0.0041633	0.0065362	0.0030426	0.0042959	0.0033099
ARAB2r	0	0	0	0	0	-0.00037523	-0.00017407	0	0	0	-734.9032	114.839	120.0903	968.3169	971.4926	959.8141	-967	0	0	0	0	0	0.0045369	0.0038903	0	0	0	664.3553	309.6506	453.6395	201.0654	193.1183	232.1169	244.8897
ARABISOs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARAI	-0.00017755	-2.0341e-05	0	-8.847e-05	0	-1.7119e-05	0	0	-0.00023971	0	734.9032	-114.839	-120.0903	-968.3169	-971.4926	-959.8141	967	0.0044704	0.00064325	0	0.001637	0	0.00050936	0	0	0.0032216	0	664.3553	309.6506	453.6395	201.0654	193.1183	232.1169	244.8897
ARAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARUH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCOROX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCORPO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASNN	0	2.5801e-05	1.5884e-05	4.3003e-05	4.3026e-05	4.4664e-05	0	0	5.8293e-05	0	1.1271e-08	0	3.6739e-05	4.3321e-05	8.6645e-05	0	0	0	0.00081589	0.0005023	0.0013599	0.0013606	0.0013631	0	0	0.0014633	0	3.5642e-07	0	0.0011618	0.0013699	0.0019365	0	0
ASNTRS	0.044594	0.018803	0.013299	0.0015953	0.0015402	0.0014916	0.00057201	0.00056467	0.00055788	0.025507	0.012011	0.009498	0.0078794	0.0012773	0.0012751	0.0012748	0.0012749	8.1155e-16	2.9537e-05	1.855e-05	1.0955e-05	9.4022e-06	1.1127e-05	4.182e-06	3.8934e-06	3.9811e-06	1.6606e-08	1.2516e-08	9.2048e-15	5.7249e-05	9.731e-06	9.2243e-06	8.9841e-06	9.0981e-06
ATPHs	0	2.6281e-05	8.1145e-06	5.7206e-05	0.00027979	0.00021615	8.8043e-05	0.00033618	7.1786e-05	0	1.1271e-08	0	0.00011414	0.00033083	0.00034616	0.00040403	0	0	0.00083109	0.0002566	0.001809	0.004433	0.004025	0.0027842	0.0053194	0.0022701	0	3.5642e-07	0	0.0025509	0.0052745	0.0063212	0.0064673	0
BALDHs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCOADH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTAOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTCOAR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7AHXDH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAFFCOA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARBPHOL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARNMOx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARNMOy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAT23DOX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBMD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDAS10	0.00085238	0.00016126	5.5715e-05	0.00093263	0.00071507	0.00099034	0.001023	0.00047862	0.00041386	8.0505e-08	3.0056e-08	0.00047688	0.00041775	0.00094454	0.00039416	0.00038354	0.00044397	0.0095687	0.0017967	0.0007595	0.010433	0.0078414	0.0093083	0.0095053	0.0056429	0.0054059	1.1263e-06	4.7451e-07	0.0053489	0.0054021	0.010024	0.0050739	0.0046773	0.0060579
CDAS16	0	0	1.936e-06	0	1.1687e-05	7.8936e-06	8.7033e-06	8.2169e-06	4.3116e-06	7.1808e-10	0	0	0	0	0	0	0	0	0	3.0565e-05	0	0.00022535	0.00017642	0.00019451	0.00018364	0.00013635	2.2708e-08	0	0	0	0	0	0	0
CDAS17	0	0	1.936e-06	0	1.1687e-05	7.8936e-06	8.7033e-06	8.2169e-06	4.3116e-06	7.1808e-10	0	0	0	0	0	0	0	0	0	3.0565e-05	0	0.00022535	0.00017642	0.00019451	0.00018364	0.00013635	2.2708e-08	0	0	0	0	0	0	0
