rxns	MEAN_M145_21	MEAN_M145_29	MEAN_M145_33	MEAN_M145_37	MEAN_M145_41	MEAN_M145_45	MEAN_M145_49	MEAN_M145_53	MEAN_M145_57	MEAN_M1152_33	MEAN_M1152_41	MEAN_M1152_45	MEAN_M1152_49	MEAN_M1152_53	MEAN_M1152_57	MEAN_M1152_61	MEAN_M1152_65	STDEV_M145_21	STDEV_M145_29	STDEV_M145_33	STDEV_M145_37	STDEV_M145_41	STDEV_M145_45	STDEV_M145_49	STDEV_M145_53	STDEV_M145_57	STDEV_M1152_33	STDEV_M1152_41	STDEV_M1152_45	STDEV_M1152_49	STDEV_M1152_53	STDEV_M1152_57	STDEV_M1152_61	STDEV_M1152_65	Z_M145_29h_vs_M145_45h	Z_M145_29h_vs_M1152_41h	Z_M1152_41h_vs_M1152_57h	Z_M145_45h_vs_M1152_57h
3HADi80	6.057320e-04	5.245371e-04	4.101480e-04	6.156522e-05	6.371028e-05	6.558661e-05	2.781274e-05	2.898987e-05	3.097084e-05	5.400226e-04	4.058219e-04	3.347224e-04	3.015261e-04	5.921883e-05	6.679812e-05	7.726938e-05	7.811730e-05	6.494251e-07	1.106380e-06	1.273264e-06	2.778743e-07	2.660364e-07	2.904299e-07	1.158465e-07	1.205382e-07	1.339199e-07	8.602693e-07	1.316756e-06	1.502560e-06	1.057376e-06	2.682396e-07	3.161040e-07	3.386139e-07	3.481432e-07	100	100	100	-100
3HADi90	4.428142e-04	3.834575e-04	2.998345e-04	4.500662e-05	4.657475e-05	4.794642e-05	2.033222e-05	2.119275e-05	2.264092e-05	3.947780e-04	2.966719e-04	2.446954e-04	2.204276e-04	4.329132e-05	4.883208e-05	5.648699e-05	5.710685e-05	4.747556e-07	8.088076e-07	9.308066e-07	2.031372e-07	1.944832e-07	2.123158e-07	8.468840e-08	8.811822e-08	9.790074e-08	6.288911e-07	9.626012e-07	1.098431e-06	7.729843e-07	1.960938e-07	2.310846e-07	2.475402e-07	2.545065e-07	100	100	100	-100
3HBCOAHL	9.690431e-06	5.395115e-03	1.129561e-01	8.651243e-04	3.012958e-02	7.312236e-02	1.691300e-01	1.245476e-01	6.124168e-02	5.407307e-02	1.650114e-01	6.851832e-02	2.188939e-02	1.940641e-03	3.076158e-02	2.767539e-02	2.929000e-02	2.299071e-04	5.326262e-03	1.181327e-02	4.070507e-03	6.812013e-03	8.693826e-03	8.445806e-03	9.170831e-03	9.068337e-03	5.360437e-03	5.678696e-03	7.419604e-03	6.309753e-03	6.236348e-03	9.336329e-03	8.688058e-03	9.341044e-03	-100	-100	100	100
3HXACOADH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3HXKYN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3K5AHC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OCHOCDH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OXCOADH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OXOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44DPCDH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45SDOPs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4C4HX2OA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4CMCOAS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4COXADH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4HYBUT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4HYDPRO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4IZPHYDs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4NIPHOM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4NITROB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4SULFADH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5DOAN	6.771562e-06	5.870978e-06	5.090458e-06	7.293770e-07	8.031941e-07	7.850936e-07	3.548564e-07	3.359004e-07	3.857353e-07	6.358373e-06	5.104991e-06	3.847046e-06	3.465655e-06	7.463657e-07	9.262597e-07	9.611589e-07	9.969258e-07	6.653658e-06	8.903215e-06	1.483427e-05	1.813656e-06	2.460742e-06	2.060299e-06	1.114679e-06	7.421992e-07	1.149135e-06	1.169095e-05	1.544256e-05	8.254082e-06	7.440014e-06	2.283055e-06	3.324958e-06	2.840897e-06	3.135632e-06	100	100	100	-100
5OP3TCCL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABTDG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC1MO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACITRULD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACODA	9.363210e-07	4.413675e-06	3.968976e-06	4.757739e-06	3.468307e-06	5.216680e-06	2.546061e-06	8.355690e-06	4.373386e-06	1.451153e-06	1.264885e-06	1.615032e-06	5.673459e-06	5.591256e-06	2.982798e-06	1.485821e-06	9.390667e-06	3.821750e-05	1.126209e-04	1.157326e-04	1.296908e-04	1.225889e-04	1.519611e-04	1.055947e-04	1.989988e-04	1.545762e-04	5.923330e-05	6.485825e-05	8.074353e-05	1.445152e-04	1.629352e-04	1.217757e-04	7.428362e-05	2.235592e-04	-100	100	-100	100
ACONIs	-1.067597e-08	-4.385552e-08	-4.844349e-08	-3.021988e-08	-3.177555e-08	-1.014890e-07	-3.607518e-08	0	-4.122532e-08	-3.320730e-08	-1.414403e-07	-2.761703e-08	-2.953862e-08	-3.625348e-08	-7.613292e-08	-4.231462e-08	0	7.549054e-07	2.192557e-06	2.421932e-06	2.136868e-06	2.246870e-06	4.142444e-06	2.550900e-06	0	2.915071e-06	1.660199e-06	4.225424e-06	1.952819e-06	2.088696e-06	2.563508e-06	3.806265e-06	2.992095e-06	0	100	100	-100	-100
ACPPAT120	1.427678e-11	4.497499e-11	3.305106e-11	2.294615e-10	2.719753e-10	3.051994e-10	2.228985e-10	3.291685e-10	3.307830e-10	0	0	0	0	0	0	0	0	7.139056e-10	1.835764e-09	1.652454e-09	4.330951e-09	4.815526e-09	5.244775e-09	4.980025e-09	6.213204e-09	6.481360e-09	0	0	0	0	0	0	0	0	-100	100	0	100
ACPPAT140	1.724871e-05	1.493662e-05	1.167930e-05	1.753119e-06	1.814202e-06	1.867632e-06	7.919902e-07	8.255100e-07	8.819198e-07	1.537758e-05	1.155611e-05	9.531492e-06	8.586199e-06	1.686304e-06	1.902130e-06	2.200308e-06	2.224453e-06	1.849290e-08	3.150506e-08	3.625722e-08	7.912696e-09	7.575601e-09	8.270225e-09	3.298822e-09	3.432423e-09	3.813476e-09	2.449686e-08	3.749570e-08	4.278661e-08	3.010965e-08	7.638340e-09	9.001317e-09	9.642304e-09	9.913657e-09	100	100	100	-100
ACPPAT141	1.317789e-11	1.465110e-11	0	8.457508e-11	1.150914e-10	8.711123e-11	1.814164e-10	1.644672e-10	1.252618e-10	0	0	0	0	0	0	0	0	6.589606e-10	1.035989e-09	0	2.680656e-09	3.074580e-09	2.756001e-09	4.537233e-09	4.393249e-09	3.961330e-09	0	0	0	0	0	0	0	0	-100	100	0	100
ACPPAT150	1.075467e-05	9.313070e-06	7.282111e-06	1.093080e-06	1.131166e-06	1.164479e-06	4.938107e-07	5.147104e-07	5.498822e-07	9.588013e-06	7.205301e-06	5.942942e-06	5.353546e-06	1.051421e-06	1.185990e-06	1.371905e-06	1.386960e-06	1.153044e-08	1.964359e-08	2.260659e-08	4.933613e-09	4.723432e-09	5.156535e-09	2.056836e-09	2.140136e-09	2.377725e-09	1.527394e-08	2.337879e-08	2.667771e-08	1.877355e-08	4.762551e-09	5.612375e-09	6.012034e-09	6.181225e-09	100	100	100	-100
ACPPAT160	1.971747e-04	1.707446e-04	1.335092e-04	2.004039e-05	2.073864e-05	2.134941e-05	9.053458e-06	9.436631e-06	1.008147e-05	1.757853e-04	1.321010e-04	1.089571e-04	9.815120e-05	1.927660e-05	2.174377e-05	2.515233e-05	2.542834e-05	2.113975e-07	3.601430e-07	4.144662e-07	9.045220e-08	8.659878e-08	9.453922e-08	3.770975e-08	3.923697e-08	4.359289e-08	2.800304e-07	4.286236e-07	4.891055e-07	3.441917e-07	8.731597e-08	1.028965e-07	1.102238e-07	1.133257e-07	100	100	100	-100
ACPPAT161	5.064660e-05	4.385772e-05	3.429339e-05	5.147605e-06	5.326959e-06	5.483842e-06	2.325485e-06	2.423908e-06	2.589541e-06	4.515250e-05	3.393167e-05	2.798689e-05	2.521127e-05	4.951418e-06	5.585140e-06	6.460666e-06	6.531562e-06	5.429988e-08	9.250688e-08	1.064604e-07	2.323369e-08	2.224390e-08	2.428349e-08	9.686184e-09	1.007847e-08	1.119734e-08	7.192904e-08	1.100969e-07	1.256324e-07	8.840961e-08	2.242812e-08	2.643016e-08	2.831226e-08	2.910903e-08	100	100	100	-100
ACPPAT170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACPPAT180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACPPAT181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACPPATai150	1.863857e-04	1.614018e-04	1.262039e-04	1.894381e-05	1.960386e-05	2.018121e-05	8.558070e-06	8.920277e-06	9.529828e-06	1.661667e-04	1.248727e-04	1.029952e-04	9.278055e-05	1.822182e-05	2.055400e-05	2.377604e-05	2.403695e-05	1.998302e-07	3.404366e-07	3.917874e-07	8.550283e-08	8.186025e-08	8.936621e-08	3.564634e-08	3.708999e-08	4.120757e-08	2.647076e-07	4.051701e-07	4.623426e-07	3.253581e-07	8.253820e-08	9.726623e-08	1.041926e-07	1.071248e-07	100	100	100	-100
ACPPATai170	1.713017e-04	1.483397e-04	1.159903e-04	1.741071e-05	1.801734e-05	1.854796e-05	7.865473e-06	8.198367e-06	8.758588e-06	1.527190e-04	1.147669e-04	9.465987e-05	8.527190e-05	1.674715e-05	1.889058e-05	2.185186e-05	2.209166e-05	1.836581e-07	3.128854e-07	3.600804e-07	7.858316e-08	7.523537e-08	8.213388e-08	3.276151e-08	3.408833e-08	3.787268e-08	2.432851e-07	3.723801e-07	4.249256e-07	2.990272e-07	7.585846e-08	8.939456e-08	9.576037e-08	9.845526e-08	100	100	100	-100
ACPPATi140	3.769289e-05	3.264038e-05	2.552229e-05	3.831019e-06	3.964501e-06	4.081259e-06	1.730704e-06	1.803953e-06	1.927223e-06	3.360399e-05	2.525308e-05	2.082878e-05	1.876307e-05	3.685011e-06	4.156647e-06	4.808243e-06	4.861006e-06	4.041178e-08	6.884671e-08	7.923141e-08	1.729129e-08	1.655465e-08	1.807258e-08	7.208781e-09	7.500732e-09	8.333433e-09	5.353199e-08	8.193781e-08	9.349983e-08	6.579738e-08	1.669175e-08	1.967021e-08	2.107093e-08	2.166391e-08	100	100	100	-100
ACPPATi150	1.077357e-04	9.329435e-05	7.294907e-05	1.095001e-05	1.133153e-05	1.166526e-05	4.946784e-06	5.156148e-06	5.508485e-06	9.604861e-05	7.217962e-05	5.953385e-05	5.362954e-05	1.053268e-05	1.188074e-05	1.374316e-05	1.389397e-05	1.155070e-07	1.967811e-07	2.264632e-07	4.942283e-08	4.731732e-08	5.165596e-08	2.060450e-08	2.143897e-08	2.381903e-08	1.530078e-07	2.341987e-07	2.672459e-07	1.880653e-07	4.770920e-08	5.622237e-08	6.022598e-08	6.192086e-08	100	100	100	-100
ACPPATi160	2.187012e-04	1.893856e-04	1.480851e-04	2.222829e-05	2.300278e-05	2.368023e-05	1.004187e-05	1.046687e-05	1.118211e-05	1.949767e-04	1.465231e-04	1.208525e-04	1.088668e-04	2.138112e-05	2.411765e-05	2.789833e-05	2.820447e-05	2.344768e-07	3.994615e-07	4.597155e-07	1.003273e-07	9.605319e-08	1.048605e-07	4.182670e-08	4.352066e-08	4.835214e-08	3.106027e-07	4.754185e-07	5.425036e-07	3.817687e-07	9.684868e-08	1.141302e-07	1.222575e-07	1.256981e-07	100	100	100	-100
ACPPATi170	7.969796e-05	6.901491e-05	5.396440e-05	8.100319e-06	8.382551e-06	8.629425e-06	3.659405e-06	3.814284e-06	4.074926e-06	7.105238e-05	5.339519e-05	4.404043e-05	3.967269e-05	7.791598e-06	8.788827e-06	1.016656e-05	1.027813e-05	8.544679e-08	1.455697e-07	1.675271e-07	3.656075e-08	3.500320e-08	3.821272e-08	1.524227e-08	1.585957e-08	1.762023e-08	1.131882e-07	1.732495e-07	1.976963e-07	1.391222e-07	3.529309e-08	4.159075e-08	4.455244e-08	4.580623e-08	100	100	100	-100
ACPPATi180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACPScda	0	5.860700e-07	2.157886e-07	7.965766e-07	2.683418e-07	7.257291e-07	5.941269e-07	9.349125e-07	0	8.744918e-07	4.638833e-07	4.921979e-07	2.347200e-07	8.970246e-07	1.252219e-06	0	1.963002e-06	0	2.392142e-05	1.525856e-05	3.251360e-05	1.897463e-05	3.040151e-05	2.970337e-05	3.816181e-05	0	2.523178e-05	2.319184e-05	2.460743e-05	1.659721e-05	3.674999e-05	4.425939e-05	0	5.752198e-05	-100	100	-100	-100
ACPScpk	9.573264e-08	1.953574e-07	0	7.965808e-07	1.073367e-06	0	2.971500e-07	9.413356e-07	0	7.288782e-07	0	0	9.984597e-07	6.370932e-07	6.215503e-07	1.045580e-06	0	6.769320e-06	1.381385e-05	0	3.251377e-05	3.793788e-05	0	2.101168e-05	3.842218e-05	0	2.303993e-05	0	0	3.529029e-05	3.185148e-05	3.107563e-05	4.267709e-05	0	100	100	-100	-100
ACRCOAR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTCOALIG	-1.234560e+00	-2.687973e-01	-1.012393e-01	-2.369356e-01	-2.042349e-01	-1.720522e-01	-2.276637e-03	-2.702169e-03	6.656451e-04	-1.668661e-01	-1.075593e-03	-1.858925e-01	-2.472613e-01	-3.378942e-01	-8.337387e-03	-2.731885e-03	-4.411387e-03	9.412986e-03	1.055298e-01	1.176098e-01	2.054131e-01	1.548381e-01	2.870121e-01	1.822938e-01	1.914009e-01	3.139747e-02	1.140105e-01	1.277217e-01	1.888964e-01	1.439078e-01	3.328000e-01	2.979463e-01	1.423118e-01	2.598544e-01	-100	-100	100	-100
ACTS1	1.994071e-07	5.277100e-07	4.695895e-07	6.040329e-07	5.506272e-07	6.748715e-07	5.441582e-07	6.061483e-07	5.439057e-07	0	0	0	0	0	0	0	0	3.935213e-06	9.137550e-06	9.198447e-06	1.120555e-05	1.091371e-05	1.242277e-05	1.109537e-05	1.189145e-05	1.169289e-05	0	0	0	0	0	0	0	0	-100	100	0	100
ACTS15	1.994071e-07	5.277100e-07	4.695895e-07	6.040329e-07	5.506272e-07	6.748715e-07	5.441582e-07	6.061483e-07	5.439057e-07	0	0	0	0	0	0	0	0	3.935213e-06	9.137550e-06	9.198447e-06	1.120555e-05	1.091371e-05	1.242277e-05	1.109537e-05	1.189145e-05	1.169289e-05	0	0	0	0	0	0	0	0	-100	100	0	100
ACTS19	9.970355e-08	2.638550e-07	2.347948e-07	3.020164e-07	2.753136e-07	3.374358e-07	2.720791e-07	3.030742e-07	2.719529e-07	0	0	0	0	0	0	0	0	1.967606e-06	4.568775e-06	4.599223e-06	5.602776e-06	5.456857e-06	6.211383e-06	5.547684e-06	5.945724e-06	5.846446e-06	0	0	0	0	0	0	0	0	-100	100	0	100
ADAPAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADMDC	6.661261e-04	5.771840e-04	4.517761e-04	6.908538e-05	7.037688e-05	7.278438e-05	3.093037e-05	3.253959e-05	3.485523e-05	5.936265e-04	4.466703e-04	3.694432e-04	3.319940e-04	6.623649e-05	7.384459e-05	8.535265e-05	8.623107e-05	1.621969e-05	2.530228e-05	3.066148e-05	3.276216e-05	1.545047e-05	2.117966e-05	1.316795e-05	1.838848e-05	2.073829e-05	1.248554e-05	2.516494e-05	3.968424e-05	2.044545e-05	2.952263e-05	1.452139e-05	1.499407e-05	1.448720e-05	100	100	100	-100
ADXFUTNS	2.540779e-07	1.946235e-07	3.824056e-07	6.026431e-08	7.061483e-08	4.112349e-08	3.505651e-08	2.532676e-08	3.432488e-08	5.308630e-07	5.051408e-07	2.088827e-07	9.419233e-08	7.462923e-08	1.789180e-07	9.689968e-08	1.476739e-07	6.349713e-06	7.943883e-06	1.103358e-05	1.683192e-06	1.886128e-06	1.453571e-06	8.758316e-07	7.420697e-07	9.168203e-07	1.130672e-05	1.261968e-05	7.382937e-06	4.709146e-06	1.864493e-06	3.063614e-06	2.420917e-06	3.011174e-06	100	-100	100	-100
AHLGALb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AHOPS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALAS	3.715618e-04	3.201147e-04	2.487846e-04	3.051360e-05	1.962553e-05	2.618624e-05	6.304721e-06	1.199660e-05	1.209445e-05	3.295274e-04	2.461072e-04	1.980013e-04	1.783060e-04	2.538524e-05	3.950954e-05	4.245781e-05	3.956935e-05	1.238382e-04	1.838062e-04	2.063013e-04	3.107460e-04	5.088531e-04	4.146366e-04	3.920465e-04	2.491738e-04	2.648295e-04	1.733006e-04	2.248090e-04	2.902204e-04	3.107849e-04	3.781023e-04	5.870542e-05	2.725312e-04	3.817898e-04	100	100	100	-100
ALPHNH	0	9.804700e-07	0	9.152885e-07	3.019583e-07	3.214789e-07	9.127535e-07	6.425542e-07	6.953733e-07	0	8.674327e-07	0	5.619379e-07	3.653280e-07	6.409627e-07	3.562466e-07	7.247248e-07	0	3.465445e-05	0	3.735902e-05	2.135167e-05	2.273199e-05	3.725555e-05	3.212450e-05	3.476519e-05	0	3.540571e-05	0	2.809408e-05	2.583259e-05	3.204493e-05	2.519044e-05	3.623273e-05	100	100	100	-100
ANTDIOx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANTDIOy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AOBUTDs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP2EISOs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APATr	-3.110674e-03	-2.529383e-03	-1.451668e-03	-8.037312e-05	-1.215729e-04	5.675631e-05	2.246915e-04	3.719118e-06	6.865257e-04	-2.844180e-03	-2.476514e-03	-1.184117e-03	-1.686654e-03	-1.204792e-03	-7.801159e-04	-1.538353e-04	1.065897e-04	1.282741e-02	3.035455e-02	2.951839e-02	3.253702e-02	3.765222e-02	2.882942e-02	3.629176e-02	5.504874e-02	4.416306e-02	2.202992e-02	3.514295e-02	2.675980e-02	4.043926e-02	3.560166e-02	4.100079e-02	5.316134e-02	4.602113e-02	-100	-100	-100	100
APG3PAT120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APG3PAT140	1.724871e-05	1.493662e-05	1.167930e-05	1.753119e-06	1.814202e-06	1.867632e-06	7.919902e-07	8.255100e-07	8.819198e-07	1.537758e-05	1.155611e-05	9.531492e-06	8.586199e-06	1.686304e-06	1.902130e-06	2.200308e-06	2.224453e-06	1.849290e-08	3.150506e-08	3.625722e-08	7.912696e-09	7.575601e-09	8.270225e-09	3.298822e-09	3.432423e-09	3.813476e-09	2.449686e-08	3.749570e-08	4.278661e-08	3.010965e-08	7.638340e-09	9.001317e-09	9.642304e-09	9.913657e-09	100	100	100	-100
APG3PAT141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APG3PAT150	1.075467e-05	9.313070e-06	7.282111e-06	1.093080e-06	1.131166e-06	1.164479e-06	4.938107e-07	5.147104e-07	5.498822e-07	9.588013e-06	7.205301e-06	5.942942e-06	5.353546e-06	1.051421e-06	1.185990e-06	1.371905e-06	1.386960e-06	1.153044e-08	1.964359e-08	2.260659e-08	4.933613e-09	4.723432e-09	5.156535e-09	2.056836e-09	2.140136e-09	2.377725e-09	1.527394e-08	2.337879e-08	2.667771e-08	1.877355e-08	4.762551e-09	5.612375e-09	6.012034e-09	6.181225e-09	100	100	100	-100
APG3PAT160	1.971747e-04	1.707446e-04	1.335092e-04	2.004039e-05	2.073864e-05	2.134941e-05	9.053458e-06	9.436631e-06	1.008147e-05	1.757853e-04	1.321010e-04	1.089571e-04	9.815120e-05	1.927660e-05	2.174377e-05	2.515233e-05	2.542834e-05	2.113975e-07	3.601430e-07	4.144662e-07	9.045220e-08	8.659878e-08	9.453922e-08	3.770975e-08	3.923697e-08	4.359289e-08	2.800304e-07	4.286236e-07	4.891055e-07	3.441917e-07	8.731597e-08	1.028965e-07	1.102238e-07	1.133257e-07	100	100	100	-100
APG3PAT161	5.064660e-05	4.385772e-05	3.429339e-05	5.147605e-06	5.326959e-06	5.483842e-06	2.325485e-06	2.423908e-06	2.589541e-06	4.515250e-05	3.393167e-05	2.798689e-05	2.521127e-05	4.951418e-06	5.585140e-06	6.460666e-06	6.531562e-06	5.429988e-08	9.250688e-08	1.064604e-07	2.323369e-08	2.224390e-08	2.428349e-08	9.686184e-09	1.007847e-08	1.119734e-08	7.192904e-08	1.100969e-07	1.256324e-07	8.840961e-08	2.242812e-08	2.643016e-08	2.831226e-08	2.910903e-08	100	100	100	-100
APG3PAT170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APG3PAT180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APG3PAT181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APG3PATai150	1.863857e-04	1.614018e-04	1.262039e-04	1.894381e-05	1.960386e-05	2.018121e-05	8.558070e-06	8.920277e-06	9.529828e-06	1.661667e-04	1.248727e-04	1.029952e-04	9.278055e-05	1.822182e-05	2.055400e-05	2.377604e-05	2.403695e-05	1.998302e-07	3.404366e-07	3.917874e-07	8.550283e-08	8.186025e-08	8.936621e-08	3.564634e-08	3.708999e-08	4.120757e-08	2.647076e-07	4.051701e-07	4.623426e-07	3.253581e-07	8.253820e-08	9.726623e-08	1.041926e-07	1.071248e-07	100	100	100	-100
APG3PATai170	1.713017e-04	1.483397e-04	1.159903e-04	1.741071e-05	1.801734e-05	1.854796e-05	7.865473e-06	8.198367e-06	8.758588e-06	1.527190e-04	1.147669e-04	9.465987e-05	8.527190e-05	1.674715e-05	1.889058e-05	2.185186e-05	2.209166e-05	1.836581e-07	3.128854e-07	3.600804e-07	7.858316e-08	7.523537e-08	8.213388e-08	3.276151e-08	3.408833e-08	3.787268e-08	2.432851e-07	3.723801e-07	4.249256e-07	2.990272e-07	7.585846e-08	8.939456e-08	9.576037e-08	9.845526e-08	100	100	100	-100
APG3PATi140	3.769289e-05	3.264038e-05	2.552229e-05	3.831019e-06	3.964501e-06	4.081259e-06	1.730704e-06	1.803953e-06	1.927223e-06	3.360399e-05	2.525308e-05	2.082878e-05	1.876307e-05	3.685011e-06	4.156647e-06	4.808243e-06	4.861006e-06	4.041178e-08	6.884671e-08	7.923141e-08	1.729129e-08	1.655465e-08	1.807258e-08	7.208781e-09	7.500732e-09	8.333433e-09	5.353199e-08	8.193781e-08	9.349983e-08	6.579738e-08	1.669175e-08	1.967021e-08	2.107093e-08	2.166391e-08	100	100	100	-100
APG3PATi150	1.077357e-04	9.329435e-05	7.294907e-05	1.095001e-05	1.133153e-05	1.166526e-05	4.946784e-06	5.156148e-06	5.508485e-06	9.604861e-05	7.217962e-05	5.953385e-05	5.362954e-05	1.053268e-05	1.188074e-05	1.374316e-05	1.389397e-05	1.155070e-07	1.967811e-07	2.264632e-07	4.942283e-08	4.731732e-08	5.165596e-08	2.060450e-08	2.143897e-08	2.381903e-08	1.530078e-07	2.341987e-07	2.672459e-07	1.880653e-07	4.770920e-08	5.622237e-08	6.022598e-08	6.192086e-08	100	100	100	-100
