	M145_21	M145_29	M145_33	M145_37	M145_41	M145_45	M145_49	M145_53	M145_57	M1152_33	M1152_41	M1152_45	M1152_49	M1152_53	M1152_57	M1152_61	M1152_65
DHFR	0.0050161	0.0021139	0.0014951	0.00017896	0.00017289	0.00016723	6.414e-05	6.3344e-05	6.2568e-05	0.0028692	0.001351	0.0010684	0.00088354	0.00014317	0.00014299	0.00014299	0.00014299
DHICONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHNAI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHNAOT9	0.0066577	0.0028057	0.0019843	0.00023753	0.00022947	0.00022196	8.5131e-05	8.4074e-05	8.3043e-05	0.0038082	0.0017932	0.001418	0.0011727	0.00019003	0.00018978	0.00018978	0.00018978
DMBZIDS	1.8432e-06	7.7677e-07	5.4937e-07	6.576e-08	6.353e-08	6.1451e-08	2.3569e-08	2.3276e-08	2.2991e-08	1.0543e-06	4.9644e-07	3.9258e-07	3.2466e-07	5.261e-08	5.2542e-08	5.2542e-08	5.2542e-08
DMETMO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNMPPA	0.0050161	0.0021139	0.0014951	0.00017896	0.00017289	0.00016723	6.414e-05	6.3344e-05	6.2568e-05	0.0028692	0.001351	0.0010684	0.00088354	0.00014317	0.00014299	0.00014299	0.00014299
DNTPPA_1	0.0050161	0.0021139	0.0014951	0.00017896	0.00017289	0.00016723	6.414e-05	6.3344e-05	6.2568e-05	0.0028692	0.001351	0.0010684	0.00088354	0.00014317	0.00014299	0.00014299	0.00014299
DPCOX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTDP26DGR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ETHAAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FALGTHLs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FANH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBA4	0	0	0	0.11913	0	0	0	0	0	0	0	0	0.1059	0	0	0	0
FE3Ri	8.2749	1.2928	0	0	0	0.00017307	0.00017211	0	0.00016815	0	0	0	0	0.45858	0	0	0
FENTON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEOXAMBR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEOXAMBR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEOXAMBR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEOXAMBexs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEOXAMER1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEOXAMER2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEOXAMER3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEOXAMEexs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FERO	4.138	0.64662	0.00015614	1.869e-05	1.8056e-05	0.000104	9.2753e-05	6.6155e-06	9.0612e-05	0.00029965	0.0001411	0.00011158	9.2274e-05	0.22931	1.4933e-05	1.4933e-05	1.4933e-05
FEROXCYC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEROXG1S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FESD1s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FESD2s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FESR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGLU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FHL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKYNH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLAVMO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FORAMD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FORGLUIH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FORHOPS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRNDIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRUISOs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUMAH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G3PCT	0.064473	0.027171	0.019216	0.0023002	0.0022222	0.0021495	0.0008244	0.00081416	0.00080418	0.036878	0.017365	0.013732	0.011356	0.0018402	0.0018378	0.0018378	0.0018378
G5SADs	0.090758	0.038248	0.02705	0.0033339	0.0032202	0.0031148	0.0012475	0.0012321	0.001217	0.051913	0.024445	0.01933	0.015986	0.0025905	0.0025871	0.0025871	0.0025871
GABTA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCGBGE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCGUAIDH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GDP64HRD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GDPMNP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GERISOs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GERMA	0	0	0	5.7e-05	5.5e-05	5.4e-05	5.2e-05	5.1e-05	5.1e-05	0	0	0	0	3e-06	3.1e-06	3.1e-06	3.2e-06
GERMB	0	0	0	8e-05	7.8e-05	7.5e-05	7.3e-05	7.2e-05	7.1e-05	0	0	0	0	1.56e-05	1.58e-05	1.61e-05	1.64e-05
GERMC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GERMD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGLUPUT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GHBDHy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLCOAS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLCRAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLULACIs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYCTO4	0.0050216	0.0021162	1.8876e-06	0.00011876	0.00017308	1.8324e-05	0	6.3413e-05	1.7275e-05	2.8721e-09	1.3509e-09	0	0.00058634	2.115e-05	0.00014314	0.00014314	1.5673e-05
GTPHs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GUL5DH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2SO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HCSUCT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HDXSQLS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMEAS	2.257e-05	9.5117e-06	6.727e-06	8.0523e-07	7.7793e-07	7.5247e-07	2.886e-07	2.8502e-07	2.8152e-07	1.291e-05	6.079e-06	4.8072e-06	3.9755e-06	6.4421e-07	6.4338e-07	6.4338e-07	6.4338e-07
HEX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEXHYD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMMSHALDs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HPCOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HPYRRx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HPYRRy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSST	0.061939	0.026103	0.018461	0.0014332	0.0013846	0.002065	0.000792	0.0005073	0.00077257	0.022978	0.016682	0.0085564	0.007076	0.0017679	0.0011451	0.0011451	0.0017656
I3PYRMO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KHK	0.17518	0.12125	0.071431	0.15475	0.090322	0.20838	0.19119	0.071505	0.2126	0.17703	0.083359	0.00031581	0.00026117	0.06238	4.2266e-05	0.020117	0.17249
LACDHCYT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LADGMDH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LALDD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LLYXDH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTHRK	1.8432e-06	7.7677e-07	5.4937e-07	6.576e-08	6.353e-08	6.1451e-08	2.3569e-08	2.3276e-08	2.2991e-08	1.0543e-06	4.9644e-07	3.9258e-07	3.2466e-07	5.261e-08	5.2542e-08	5.2542e-08	5.2542e-08
LYXE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LYXID	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MACACI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MACPAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAHYD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MALACPMT	4.008e-06	1.6891e-06	1.1946e-06	1.4299e-07	1.3814e-07	1.3362e-07	5.1249e-08	5.0613e-08	4.9993e-08	2.2925e-06	1.0795e-06	8.5366e-07	7.0596e-07	1.144e-07	1.1425e-07	1.1425e-07	1.1425e-07
MANISOs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCTP1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
METOX1s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
METOX2s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGCH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGSDGS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMSYNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMSYNB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMYSYN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMYSYN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMYSYN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MNLDH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPAHYD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPTAT	7.0889e-06	2.9874e-06	2.1128e-06	2.5291e-07	2.4433e-07	2.3634e-07	9.0644e-08	8.9518e-08	8.8421e-08	4.0548e-06	1.9093e-06	1.5099e-06	1.2486e-06	2.0234e-07	2.0207e-07	2.0207e-07	2.0207e-07
MPTG	0.014581	0.0061447	0.0043458	0.0005202	0.00050256	0.00048611	0.00018644	0.00018413	0.00018187	0.0083401	0.0039272	0.0031055	0.0025682	0.00041617	0.00041563	0.00041563	0.00041563
MPTG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSUCOADH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTAN	0.0094176	0.0039688	0.0028069	0.00033599	0.0003246	0.00031398	0.00012042	0.00011892	0.00011747	0.0053868	0.0025365	0.0020058	0.0016588	0.0002688	0.00026845	0.00026845	0.00026845
MTBUTEMO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTFHSs	4.008e-06	1.6891e-06	1.1946e-06	1.4299e-07	1.3814e-07	1.3362e-07	5.1249e-08	5.0613e-08	4.9993e-08	2.2925e-06	1.0795e-06	8.5366e-07	7.0596e-07	1.144e-07	0	1.1425e-07	1.1425e-07
MYCARSL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYCTR	0.090442	0.038115	0.026956	0.0032267	0.0031173	0.0030153	0.0011565	0.0011421	0.0011281	0.051732	0.02436	0.019263	0.01593	0.0025815	0.0025781	0.0025781	0.0025781
NADH9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NADHXSs__R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NADHXSs__S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NADPHQR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NHHAAH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NICMO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPHS	0.0066577	0.0028057	0.0019843	0.00023753	0.00022947	0.00022196	8.5131e-05	8.4074e-05	8.3043e-05	0.0038082	0.0017932	0.001418	0.0011727	0.00019003	0.00018978	0.00018978	0.00018978
O4OXOCYR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OCDOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OGMEACPD	4.008e-06	1.6891e-06	1.1946e-06	1.4299e-07	1.3814e-07	1.3362e-07	5.1249e-08	5.0613e-08	4.9993e-08	2.2925e-06	1.0795e-06	8.5366e-07	7.0596e-07	1.144e-07	1.1425e-07	1.1425e-07	1.1425e-07
ONTROOXR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OP4ENH3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OPMEACPD	4.008e-06	1.6891e-06	1.1946e-06	1.4299e-07	1.3814e-07	1.3362e-07	5.1249e-08	5.0613e-08	4.9993e-08	2.2925e-06	1.0795e-06	8.5366e-07	7.0596e-07	1.144e-07	1.1425e-07	1.1425e-07	1.1425e-07
OXBPTA	0	0.00015153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAPA120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAPA140	8.8492e-05	3.7293e-05	2.6375e-05	3.1571e-06	3.0501e-06	2.9503e-06	1.1315e-06	1.1175e-06	1.1038e-06	5.0617e-05	2.3834e-05	1.8848e-05	1.5587e-05	2.5258e-06	2.5225e-06	2.5225e-06	2.5225e-06
PAPA141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAPA150	5.5186e-05	2.3257e-05	1.6448e-05	1.9689e-06	1.9021e-06	1.8399e-06	7.0565e-07	6.9689e-07	6.8835e-07	3.1566e-05	1.4864e-05	1.1754e-05	9.7204e-06	1.5752e-06	1.5731e-06	1.5731e-06	1.5731e-06
PAPA160	0.0010113	0.0004262	0.00030143	3.6081e-05	3.4858e-05	3.3717e-05	1.2932e-05	1.2771e-05	1.2615e-05	0.00057848	0.00027239	0.0002154	0.00017814	2.8866e-05	2.8829e-05	2.8829e-05	2.8829e-05
PAPA161	0.00025964	0.00010942	7.7386e-05	9.2632e-06	8.9492e-06	8.6563e-06	3.32e-06	3.2787e-06	3.2386e-06	0.00014851	6.9931e-05	5.5301e-05	4.5733e-05	7.4109e-06	7.4012e-06	7.4012e-06	7.4012e-06
PAPA170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAPA180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAPA181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAPAai150	0.00095615	0.00040295	0.00028498	3.4112e-05	3.2956e-05	3.1877e-05	1.2226e-05	1.2074e-05	1.1926e-05	0.00054691	0.00025753	0.00020365	0.00016842	2.7291e-05	2.7256e-05	2.7256e-05	2.7256e-05
PAPAai170	0.0008786	0.00037027	0.00026187	3.1346e-05	3.0283e-05	2.9292e-05	1.1234e-05	1.1095e-05	1.0959e-05	0.00050255	0.00023664	0.00018713	0.00015476	2.5078e-05	2.5045e-05	2.5045e-05	2.5045e-05
PAPAi140	0.00019352	8.1553e-05	5.7677e-05	6.904e-06	6.67e-06	6.4517e-06	2.4744e-06	2.4437e-06	2.4138e-06	0.00011069	5.2121e-05	4.1217e-05	3.4086e-05	5.5235e-06	5.5163e-06	5.5163e-06	5.5163e-06
PAPAi150	0.00055259	0.00023288	0.0001647	1.9715e-05	1.9046e-05	1.8423e-05	7.0658e-06	6.9781e-06	6.8926e-06	0.00031608	0.00014883	0.0001177	9.7333e-05	1.5772e-05	1.5752e-05	1.5752e-05	1.5752e-05
PAPAi160	0.0011217	0.00047272	0.00033433	4.0019e-05	3.8662e-05	3.7397e-05	1.4343e-05	1.4165e-05	1.3991e-05	0.00064161	0.00030212	0.00023891	0.00019758	3.2017e-05	3.1975e-05	3.1975e-05	3.1975e-05
PAPAi170	0.00040891	0.00017233	0.00012188	1.4589e-05	1.4094e-05	1.3633e-05	5.2287e-06	5.1637e-06	5.1004e-06	0.00023389	0.00011014	8.7094e-05	7.2025e-05	1.1671e-05	1.1656e-05	1.1656e-05	1.1656e-05
PAPAi180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PC3BS	1.8432e-06	7.7677e-07	5.4937e-07	6.576e-08	6.353e-08	6.1451e-08	2.3569e-08	2.3276e-08	2.2991e-08	1.0543e-06	4.9644e-07	3.9258e-07	3.2466e-07	5.261e-08	5.2542e-08	5.2542e-08	5.2542e-08
PEAMNO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHCHGS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHYCBOXL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PICDDHs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PMDPHT	0.0015711	0.00066212	0.00046828	5.6053e-05	5.4153e-05	5.2381e-05	2.009e-05	1.984e-05	1.9597e-05	0.00089867	0.00042317	0.00033463	0.00027674	4.4844e-05	4.4786e-05	4.4786e-05	4.4786e-05
PMEACPE	4.008e-06	1.6891e-06	1.1946e-06	1.4299e-07	1.3814e-07	1.3362e-07	5.1249e-08	5.0613e-08	4.9993e-08	2.2925e-06	1.0795e-06	8.5366e-07	7.0596e-07	1.144e-07	1.1425e-07	1.1425e-07	1.1425e-07
POR_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPCK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPPNDO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPRDNDH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPYRDC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRODSYN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROP2MO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSQLDL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYACOADH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYDAMK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYDXK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYDXNK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYNP2r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QMO3	15.3954	8.0859	3.2921	7.418	6.9891	3.191	3.8476	7.571	2.029	15.7298	1.8793	6.7282	7.6606	1.868	6.8733	6.7046	0.88975
QUINHYDs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBK_L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBP4E	0	0	0.0014948	0	0	0.00014909	6.4211e-05	0	4.5361e-05	0.0028723	0.0013525	0	0	0.00012218	0	0	0.00012747
RBTDG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RE0691C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REDS12	0	0	0	9.6e-05	9.2e-05	8.9e-05	8.7e-05	8.6e-05	8.5e-05	0	0	0	0	0	0	0	0
REDS16	0	0	0	9.6e-05	9.2e-05	8.9e-05	8.7e-05	8.6e-05	8.5e-05	0	0	0	0	0	0	0	0
REDS20	0	0	0	9.6e-05	9.2e-05	8.9e-05	8.7e-05	8.6e-05	8.5e-05	0	0	0	0	0	0	0	0
REDS22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REDS23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REDS24	0	0	0	9.6e-05	9.2e-05	8.9e-05	8.7e-05	8.6e-05	8.5e-05	0	0	0	0	0	0	0	0
REDS25	0	0	0	9.6e-05	9.2e-05	8.9e-05	8.7e-05	8.6e-05	8.5e-05	0	0	0	0	0	0	0	0
REDS26	0	0	0	9.6e-05	9.2e-05	8.9e-05	8.7e-05	8.6e-05	8.5e-05	0	0	0	0	0	0	0	0
REDS27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REDS27b	0	0	0	9.6e-05	9.2e-05	8.9e-05	8.7e-05	8.6e-05	8.5e-05	0	0	0	0	0	0	0	0
REDS29	0	0	0	9.6e-05	9.2e-05	8.9e-05	8.7e-05	8.6e-05	8.5e-05	0	0	0	0	0	0	0	0
REDS34	0	0	0	9.6e-05	9.2e-05	8.9e-05	8.7e-05	8.6e-05	8.5e-05	0	0	0	0	0	0	0	0
REDS35b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REDS36	0	0	0	9.6e-05	9.2e-05	8.9e-05	8.7e-05	8.6e-05	8.5e-05	0	0	0	0	0	0	0	0
REDS37	0	0	0	9.6e-05	9.2e-05	8.9e-05	8.7e-05	8.6e-05	8.5e-05	0	0	0	0	0	0	0	0
REDS4	0	0	0	9.6e-05	9.2e-05	8.9e-05	8.7e-05	8.6e-05	8.5e-05	0	0	0	0	0	0	0	0
REDS8	0	0	0	9.6e-05	9.2e-05	8.9e-05	8.7e-05	8.6e-05	8.5e-05	0	0	0	0	0	0	0	0
RHAMFs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIB1MPTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RMPA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S2FE2ST	1.1669e-10	4.9177e-11	3.478e-11	4.1632e-12	4.0221e-12	3.8905e-12	1.4921e-12	1.4736e-12	1.4555e-12	6.6747e-11	3.143e-11	2.4854e-11	2.0554e-11	3.3307e-12	3.3264e-12	3.3264e-12	3.3264e-12
S4FE4SR	5.0643e-05	2.1342e-05	1.5094e-05	1.8068e-06	1.7455e-06	1.6884e-06	6.4756e-07	6.3952e-07	6.3168e-07	2.8967e-05	1.364e-05	1.0786e-05	8.9202e-06	1.4455e-06	1.4436e-06	1.4436e-06	1.4436e-06
S4FE4ST	5.0643e-05	2.1342e-05	1.5094e-05	1.8068e-06	1.7455e-06	1.6884e-06	6.4756e-07	6.3952e-07	6.3168e-07	2.8967e-05	1.364e-05	1.0786e-05	8.9202e-06	1.4455e-06	1.4436e-06	1.4436e-06	1.4436e-06
SARCOX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SBTD_D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCB11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCB12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCB14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCB21a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCB21b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCB22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCB24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCB31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCB32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCB34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEPHCHCS	0.0066577	0.0028057	0.0019843	0.00023753	0.00022947	0.00022196	8.5131e-05	8.4074e-05	8.3043e-05	0.0038082	0.0017932	0.001418	0.0011727	0.00019003	0.00018978	0.00018978	0.00018978
SERAT	0	0	0	0.00077653	0.00075021	0	0	0.00027486	0	0.01245	0	0.0046359	0.0038338	0	0.00062045	0.00062045	0
SHCHCS3	0.0066577	0.0028057	0.0019843	0.00023753	0.00022947	0.00022196	8.5131e-05	8.4074e-05	8.3043e-05	0.0038082	0.0017932	0.001418	0.0011727	0.00019003	0.00018978	0.00018978	0.00018978
SORBDH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRUBSYN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUCBZL	0.0066577	0.0028057	0.0019843	0.00023753	0.00022947	0.00022196	8.5131e-05	8.4074e-05	8.3043e-05	0.0038082	0.0017932	0.001418	0.0011727	0.00019003	0.00018978	0.00018978	0.00018978
SUCBZS	0.0066577	0.0028057	0.0019843	0.00023753	0.00022947	0.00022196	8.5131e-05	8.4074e-05	8.3043e-05	0.0038082	0.0017932	0.001418	0.0011727	0.00019003	0.00018978	0.00018978	0.00018978
SUCOAGCT	11.0777	1.8107	1.1006	1.387	1.5106	1.0094	0.79002	1.6649	0.77308	3.5131	1.2184	1.588	1.5002	1.3078	1.7053	1.7505	0.77971
SUCOAICT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUCOMALT	0	0	0.17994	0	0	0.020379	0.0081023	0	0.0054825	0	0.098927	0	0	0.017136	0	0	0.012165
T2DECAI	0.001693	0.00071348	0.00050461	6.0401e-05	5.8354e-05	5.6444e-05	2.1648e-05	2.1379e-05	2.1117e-05	0.00096839	0.00045599	0.0003606	0.00029821	4.8323e-05	4.8261e-05	4.8261e-05	4.8261e-05
TAG6ISOs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAGO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAGS120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAGS140	8.8492e-05	3.7293e-05	2.6375e-05	3.1571e-06	3.0501e-06	2.9503e-06	1.1315e-06	1.1175e-06	1.1038e-06	5.0617e-05	2.3834e-05	1.8848e-05	1.5587e-05	2.5258e-06	2.5225e-06	2.5225e-06	2.5225e-06
TAGS141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAGS150	5.5186e-05	2.3257e-05	1.6448e-05	1.9689e-06	1.9021e-06	1.8399e-06	7.0565e-07	6.9689e-07	6.8835e-07	3.1566e-05	1.4864e-05	1.1754e-05	9.7204e-06	1.5752e-06	1.5731e-06	1.5731e-06	1.5731e-06
TAGS160	0.0010113	0.0004262	0.00030143	3.6081e-05	3.4858e-05	3.3717e-05	1.2932e-05	1.2771e-05	1.2615e-05	0.00057848	0.00027239	0.0002154	0.00017814	2.8866e-05	2.8829e-05	2.8829e-05	2.8829e-05
TAGS161	0.00025964	0.00010942	7.7386e-05	9.2632e-06	8.9492e-06	8.6563e-06	3.32e-06	3.2787e-06	3.2386e-06	0.00014851	6.9931e-05	5.5301e-05	4.5733e-05	7.4109e-06	7.4012e-06	7.4012e-06	7.4012e-06
TAGS170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAGS180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAGS181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAGSai150	0.00095615	0.00040295	0.00028498	3.4112e-05	3.2956e-05	3.1877e-05	1.2226e-05	1.2074e-05	1.1926e-05	0.00054691	0.00025753	0.00020365	0.00016842	2.7291e-05	2.7256e-05	2.7256e-05	2.7256e-05
