"Pathways"	"Subsystem 1"	"Subsystem 2"
DARABCATK12-PWY	D-Arabinose-Degradation	Sugars-And-Polysaccharides-Degradation
DARABCAT-PWY	D-Arabinose-Degradation	Sugars-And-Polysaccharides-Degradation
PWY-5519	D-Arabinose-Degradation	Sugars-And-Polysaccharides-Degradation
PWY-6317	GALACTOSE-DEGRADATION	Sugars-And-Polysaccharides-Degradation
GALDEG-PWY	GALACTOSE-DEGRADATION	Sugars-And-Polysaccharides-Degradation
PWY-6693	GALACTOSE-DEGRADATION	Sugars-And-Polysaccharides-Degradation
PWY66-422	GALACTOSE-DEGRADATION	Sugars-And-Polysaccharides-Degradation
XYLCAT-PWY	Xylose-Degradation	Sugars-And-Polysaccharides-Degradation
PWY-5516	Xylose-Degradation	Sugars-And-Polysaccharides-Degradation
PWY-6760	Xylose-Degradation	Sugars-And-Polysaccharides-Degradation
PWY-7294	Xylose-Degradation	Sugars-And-Polysaccharides-Degradation
PWY-8020	Xylose-Degradation	Sugars-And-Polysaccharides-Degradation
ARABCAT-PWY	L-Arabinose-Degradation	Sugars-And-Polysaccharides-Degradation
PWY-5515	L-Arabinose-Degradation	Sugars-And-Polysaccharides-Degradation
PWY-5517	L-Arabinose-Degradation	Sugars-And-Polysaccharides-Degradation
PWY-7295	L-Arabinose-Degradation	Sugars-And-Polysaccharides-Degradation
PWY-7568	GALACTOSE-DEGRADATION	Sugars-And-Polysaccharides-Degradation
RHAMCAT-PWY	L-rhamnose-Degradation	Sugars-And-Polysaccharides-Degradation
PWY-6713	L-rhamnose-Degradation	Sugars-And-Polysaccharides-Degradation
PWY-6714	L-rhamnose-Degradation	Sugars-And-Polysaccharides-Degradation
LACTOSECAT-PWY	GALACTOSE-DEGRADATION // LACTOSE-DEG	Sugars-And-Polysaccharides-Degradation
LACTOSEUTIL-PWY	LACTOSE-DEG	Sugars-And-Polysaccharides-Degradation
BGALACT-PWY	LACTOSE-DEG	Sugars-And-Polysaccharides-Degradation
PWY0-1324	NAN-MANNACs-degradation	Sugars-And-Polysaccharides-Degradation
PWY-7581	NAN-MANNACs-degradation	Sugars-And-Polysaccharides-Degradation
SUCUTIL-PWY	SUCROSE-DEG	Sugars-And-Polysaccharides-Degradation
PWY-3801	SUCROSE-DEG	Sugars-And-Polysaccharides-Degradation
PWY-621	SUCROSE-DEG	Sugars-And-Polysaccharides-Degradation
PWY-5384	SUCROSE-DEG	Sugars-And-Polysaccharides-Degradation
PWY66-373	SUCROSE-DEG	Sugars-And-Polysaccharides-Degradation
SUCROSEUTIL2-PWY	SUCROSE-DEG	Sugars-And-Polysaccharides-Degradation
PWY-7345	SUCROSE-DEG // Super-Pathways	Sugars-And-Polysaccharides-Degradation // Pathways
TREDEGLOW-PWY	Trehalose-Degradation	Sugars-And-Polysaccharides-Degradation
PWY0-1182	Trehalose-Degradation	Sugars-And-Polysaccharides-Degradation
PWY-2721	Trehalose-Degradation	Sugars-And-Polysaccharides-Degradation
PWY-2722	Trehalose-Degradation	Sugars-And-Polysaccharides-Degradation
PWY-2723	Trehalose-Degradation	Sugars-And-Polysaccharides-Degradation
PWY0-1466	Trehalose-Degradation	Sugars-And-Polysaccharides-Degradation
GLUCONEO-PWY	Gluconeogenesis	CARBO-BIOSYNTHESIS
PWY-6142	Gluconeogenesis // Super-Pathways	CARBO-BIOSYNTHESIS // Pathways
PWY66-399	Gluconeogenesis	CARBO-BIOSYNTHESIS
PWY0-662	Sugar-Phosphate-Biosynthesis	CARBO-BIOSYNTHESIS
SUCSYN-PWY	Sucrose-Biosynthesis // Super-Pathways	CARBO-BIOSYNTHESIS // Pathways
PWY-7238	Sucrose-Biosynthesis	CARBO-BIOSYNTHESIS
PWY-7347	Sucrose-Biosynthesis	CARBO-BIOSYNTHESIS
TRESYN-PWY	Trehalose-biosynthesis	CARBO-BIOSYNTHESIS // Organic-solutes-Biosynthesis
PWY-881	Trehalose-biosynthesis	CARBO-BIOSYNTHESIS // Organic-solutes-Biosynthesis
TREHALOSESYN-PWY	Trehalose-biosynthesis	CARBO-BIOSYNTHESIS // Organic-solutes-Biosynthesis
PWY-2622	Trehalose-biosynthesis	CARBO-BIOSYNTHESIS // Organic-solutes-Biosynthesis
PWY-2661	Trehalose-biosynthesis	CARBO-BIOSYNTHESIS // Organic-solutes-Biosynthesis
PWY-5983	Trehalose-biosynthesis	CARBO-BIOSYNTHESIS // Organic-solutes-Biosynthesis
PWY-5985	Trehalose-biosynthesis	CARBO-BIOSYNTHESIS // Organic-solutes-Biosynthesis
PWY-7789	Erythritol-Degradation	SUGAR-ALCOHOLS-DEG
PWY-7788	Erythritol-Degradation	SUGAR-ALCOHOLS-DEG
PWY-6364	Cyclitols-Biosynthesis	Sugar-Alcohols-Biosynthesis
PWY-6351	Cyclitols-Biosynthesis	Sugar-Alcohols-Biosynthesis
PWY-6366	Cyclitols-Biosynthesis	Sugar-Alcohols-Biosynthesis
PWY-6365	Cyclitols-Biosynthesis	Sugar-Alcohols-Biosynthesis
PWY-6367	Cyclitols-Biosynthesis // Phospholipid-Biosynthesis	Sugar-Alcohols-Biosynthesis // Lipid-Biosynthesis
PWY-5338	Cyclitols-Biosynthesis	Sugar-Alcohols-Biosynthesis
PWY-6369	Cyclitols-Biosynthesis	Sugar-Alcohols-Biosynthesis
PWY-2301	Cyclitols-Biosynthesis	Sugar-Alcohols-Biosynthesis
PWY-5530	Sorbitol-Biosynthesis	Sugar-Alcohols-Biosynthesis
PWY-6358	Cyclitols-Biosynthesis // Super-Pathways	Sugar-Alcohols-Biosynthesis // Pathways
PWY-6371	Cyclitols-Biosynthesis // Phospholipid-Biosynthesis // Super-Pathways	Sugar-Alcohols-Biosynthesis // Lipid-Biosynthesis // Pathways
PWY-7247	D-Glucuronate-Degradation	SUGAR-ACIDS-DEG
GALACTARDEG-PWY	D-Galactarate-Degradation	SUGAR-ACIDS-DEG
PWY-6497	D-Galactarate-Degradation	SUGAR-ACIDS-DEG
GALACTUROCAT-PWY	D-Galacturonate-Degradation	SUGAR-ACIDS-DEG
PWY-6486	D-Galacturonate-Degradation	SUGAR-ACIDS-DEG
PWY-6491	D-Galacturonate-Degradation	SUGAR-ACIDS-DEG
GLUCARDEG-PWY	D-Glucarate-Degradation	SUGAR-ACIDS-DEG
PWY-6499	D-Glucarate-Degradation	SUGAR-ACIDS-DEG
PWY-5525	D-Glucuronate-Degradation	SUGAR-ACIDS-DEG
PWY-6501	D-Glucuronate-Degradation	SUGAR-ACIDS-DEG
GLUCUROCAT-PWY	D-Glucuronate-Degradation // Super-Pathways	SUGAR-ACIDS-DEG // Pathways
PWY-6075	Ergosterol-Biosynthesis	Sterol-Biosynthesis
PWY-7154	Ergosterol-Biosynthesis	Sterol-Biosynthesis
PWY-7755	Iso-bile-Acids-Biosynthesis	Sterol-Biosynthesis
PWY-7756	Iso-bile-Acids-Biosynthesis	Sterol-Biosynthesis
ERGOSTEROL-SYN-PWY	Ergosterol-Biosynthesis // Super-Pathways	Sterol-Biosynthesis // Pathways
PWY-7156	Ergosterol-Biosynthesis // Super-Pathways	Sterol-Biosynthesis // Pathways
PWY-6945	Cholesterol-Degradation	Steroids-Degradation
PWY-6946	Cholesterol-Degradation	Steroids-Degradation
PWY-6928	Cholesterol-Degradation // Super-Pathways	Steroids-Degradation // Pathways
PWY-6947	Cholesterol-Degradation // Super-Pathways	Steroids-Degradation // Pathways
PWY-5434	DMNT-Biosynthesis	SESQUITERPENOID-SYN
PWY-6007	DMNT-Biosynthesis	SESQUITERPENOID-SYN
PWY-7497	SESQUITERPENE-LACTONE	SESQUITERPENOID-SYN
PWY-5195	SESQUITERPENE-LACTONE	SESQUITERPENOID-SYN
PWY-6243	Bergamotene-Biosynthesis	SESQUITERPENOID-SYN
PWY-6244	Bergamotene-Biosynthesis	SESQUITERPENOID-SYN
PWY-6540	SESQUITERPENE-LACTONE	SESQUITERPENOID-SYN
6-HYDROXYCINEOLE-DEGRADATION-PWY	TERPENOID-DEG	SECONDARY-METABOLITE-DEGRADATION
PWY-6507	Sugar-Derivatives	SECONDARY-METABOLITE-DEGRADATION
PWY-7136	TERPENOID-DEG	SECONDARY-METABOLITE-DEGRADATION
PWY-31	N-CONTAINING-SECONDARY-CMPD-DEG	SECONDARY-METABOLITE-DEGRADATION
PWY-6672	TERPENOID-DEG	SECONDARY-METABOLITE-DEGRADATION
PWY-6670	TERPENOID-DEG	SECONDARY-METABOLITE-DEGRADATION
PWY-6996	FLAVONOID-DEG	SECONDARY-METABOLITE-DEGRADATION
PWY-7652	ANTIBIOTIC-DEGRADATION	SECONDARY-METABOLITE-DEGRADATION
PWY1QP9-2	Sugar-Derivatives	SECONDARY-METABOLITE-DEGRADATION
PWY0-521	Sugar-Derivatives	SECONDARY-METABOLITE-DEGRADATION
PWY-6678	TERPENOID-DEG	SECONDARY-METABOLITE-DEGRADATION
PWY-6413	TERPENOID-DEG	SECONDARY-METABOLITE-DEGRADATION
PWY-7635	PHYTOALEXIN-DEG	SECONDARY-METABOLITE-DEGRADATION
PWY-7445	FLAVONOID-DEG	SECONDARY-METABOLITE-DEGRADATION
NOPALINEDEG-PWY	N-CONTAINING-SECONDARY-CMPD-DEG	SECONDARY-METABOLITE-DEGRADATION
OCTOPINEDEG-PWY	N-CONTAINING-SECONDARY-CMPD-DEG	SECONDARY-METABOLITE-DEGRADATION
PWY-7133	FLAVONOID-DEG	SECONDARY-METABOLITE-DEGRADATION
PWY-6848	FLAVONOID-DEG	SECONDARY-METABOLITE-DEGRADATION
PWY-7134	FLAVONOID-DEG	SECONDARY-METABOLITE-DEGRADATION
PWY-6516	Sugar-Derivatives // Super-Pathways	SECONDARY-METABOLITE-DEGRADATION // Pathways
PWY-7808	ANTIBIOTIC-DEGRADATION // Antibiotic-Resistance	SECONDARY-METABOLITE-DEGRADATION // Detoxification
PWY-5737	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6668	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6900	S-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6539	S-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5912	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5776	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7087	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7717	3-OH-4-Methyl-Anthranilate-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7765	3-OH-4-Methyl-Anthranilate-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7733	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6511	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5389	S-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7956	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6418	PHYTOALEXIN-SYN // POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8024	N-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7911	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6835	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7811	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7689	POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5407	FATTY-ACID-DERIVATIVE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5408	FATTY-ACID-DERIVATIVE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6574	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7984	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7989	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7354	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7718	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY1A0-6325	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7857	TERPENOPHENOLICS-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
AEROBACTINSYN-PWY	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5887	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6379	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5706	S-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-4801	POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6310	POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7986	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7682	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7569	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6316	POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7565	POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7739	PHYTOALEXIN-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7665	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7695	POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6157	Autoinducer-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6153	Autoinducer-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6154	Autoinducer-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7621	Autoinducer-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5903	Siderophores-Biosynthesis // Super-Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Pathways
PWY-7626	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7564	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6312	POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7563	POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7988	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7468	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7692	POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6381	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7570	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7019	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6673	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6722	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5140	TERPENOPHENOLICS-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5632	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5633	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7810	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5679	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7880	POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5133	TERPENOPHENOLICS-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7643	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-4421	PHENYLPROPANOID-SYN // POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6432	POLYKETIDE-SYN // Super-Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Pathways
PWY-7274	Antibiotic-Biosynthesis // Other-Amino-Acid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS // Amino-Acid-Biosynthesis
PWY-5054	SUGAR-DERIVS // Sorbitol-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS // Sugar-Alcohols-Biosynthesis
PWY-7706	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7352	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5631	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7655	Antibiotic-Biosynthesis // POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6682	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6376	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6375	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7355	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7735	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7483	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
ENTBACSYN-PWY	Siderophores-Biosynthesis // Super-Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Pathways
PWY-5882	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7669	Antibiotic-Biosynthesis // POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7255	Ergothioneine-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7550	Ergothioneine-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5708	S-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8001	S-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7571	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7577	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7513	POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5757	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7419	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7672	POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7670	Antibiotic-Biosynthesis // POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7673	POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7025	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6003	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7653	Antibiotic-Biosynthesis // POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7693	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5827	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7690	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6448	N-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5473	N-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5474	N-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5925	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5808	TERPENOPHENOLICS-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7770	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5629	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6679	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-735	FATTY-ACID-DERIVATIVE-SYN // Jasmonates-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS // Plant-Hormone-Biosynthesis
PWY-6345	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7000	Antibiotic-Biosynthesis // Super-Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Pathways
PWY-5828	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6955	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5132	TERPENOPHENOLICS-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7614	S-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7045	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8012	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7016	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6919	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7797	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7287	Antibiotic-Biosynthesis // Super-Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Pathways
PWY-7105	TERPENOPHENOLICS-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7018	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7716	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5630	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-12	POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6915	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6289	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5770	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6438	POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7769	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6322	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6314	POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7441	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7547	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5707	S-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7983	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5929	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6378	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6408	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6666	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6409	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7734	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5393	POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6324	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-761	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7510	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7015	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5984	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7863	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7671	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6627	POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8023	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6721	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7702	Antibiotic-Biosynthesis // POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6442	N-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7100	Insecticides-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7990	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8008	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6346	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5940	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6176	S-CONTAINING-SECONDARY-CMPD-SYN // Super-Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Pathways
PWY-7020	Antibiotic-Biosynthesis // Super-Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Pathways
PWY-7575	Antibiotic-Biosynthesis // Super-Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Pathways
PWY-5433	FATTY-ACID-DERIVATIVE-SYN // Super-Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Pathways
PWY18C3-25	PHENYLPROPANOID-SYN // Super-Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Pathways
PWY-7021	Antibiotic-Biosynthesis // Super-Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Pathways
PWY-5634	Antibiotic-Biosynthesis // Super-Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Pathways
PWY-5993	Antibiotic-Biosynthesis // Super-Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Pathways
PWY-7809	Antibiotic-Biosynthesis // Super-Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Pathways
PWY-7561	POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5930	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7485	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7812	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5002	XANTHONE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
