Uniprot	Gene
Q9L0K1	SCO4664
Q93JH9	SCO1983
O88017	SCO6661
Q9Z583	SCO5496
Q9AK34	SCO4892
O69983	SCO5807
Q9X8X5	SCO3693
Q9K3Y2	SCO1351
O86533	SCO5552
Q9FCB4	SCO1253
Q9EWY5	SCO1141
Q93JI6	SCO1976
Q9K4G2	SCO4176
Q9RI81	SCO0095
Q9F366	SCO4422
Q9RJ94	SCO0671
O69910	SCO5623
Q9XAP6	SCO4554
Q9F3H3	SCO2808
O69858	SCO6028
Q9XA91	SCO0834
Q9RDK4	SCO2582
O86497	SCO6329
O69807	SCO6413
Q9K3T7	SCO3126
Q9L0A0	SCO2446
Q9KZY1	SCO4445
Q9XAG0	SCO5311
Q9RIY9	SCO0176
Q9F3G0	SCO4540
Q9S2S4	SCO2066
O86745	SCO5654
Q9L0Q4	SCO4237
Q9KXL2	SCO4345
Q9F397	SCO7578
Q9ADE1	SCO5066
Q9KZ62	SCO3086
Q9L0T3	SCO4511
Q9EX27	SCO1013
Q8CK54	SCO0505
Q9L034	SCO7021
Q9ACX6	SCP1.175
Q9FC53	SCO7133
Q9F2V3	SCO4608
Q9EWM0	SCO7769
Q9RJR9	SCO0417
Q7AKD2	SCO7337
Q9L173	SCO7404
Q9S2E3	SCO0257
Q9X849	SCO3388
O69837	SCO6049
Q9KZF7	SCO6996
Q9EWP0	SCO7687
Q7AKM5	SCO3102
Q9KXK5	SCO2315
Q9RDJ8	SCO2588
Q9ACQ9	SCP1.259
Q9L1X6	SCO6833
O69848	SCO6018
Q9EWX0	SCO1756
Q9K3G6	SCO1274
O86808	SCO5748
Q9FBS0	SCO7172
Q8CJY8	SCO2680
Q9FBY6	SCO7196
Q9K3N1	SCO1029
Q9RKV9	SCO6217
Q9ACZ5	SCP1.156
Q7AKC9	SCO7361
Q9F2J7	SCO3784
Q9X7Q0	SCO6744
Q9FC50	SCO7136
Q9K411	SCO1322
Q93RZ1	SCO6000
Q9F390	SCO7585
Q9KYK1	SCO6940
Q8VWC8	SCP2.28c
Q9X7W0	SCO6765
Q9FC17	SCO7067
Q9RJI2	SCO0557
Q9K3Y3	SCO1350
Q9S2X9	SCO2072
Q9F3M7	SCO7661
Q7AKF4	SCO5881
Q93J19	SCO3988
Q9KYL0	SCO6931
Q9ADQ3	SCO4002
Q9X7U0	SCO7259
O86639	SCO5719
Q9S1S7	SCO0065
Q9KZI6	SCO1159
Q9ACT2	SCP1.219
Q9RK41	SCO0338
Q9S1S4	SCO0068
Q9F3I6	SCO2795
Q9RL12	SCO0305
Q9X904	SCO3722
Q9ADF4	SCO6109
Q9EWE6	SCO4861
Q9KYX9	SCO3001
Q9L141	SCO7418
Q9KZC4	SCO6965
O69930	SCO6399
Q9F372	SCO4416
Q8CK07	SCO2105
Q9RDI8	SCO2738
Q9RDQ7	SCO2377
Q9RD56	SCO0626
Q9FCD8	SCO1229
Q9X7S1	SCO7279
Q9KZN4	SCO1398
Q9K3Z1	SCO1342
Q9FBL6	SCO5142
Q9RKV3	SCO6239
Q9EX25	SCO1015
Q9ADF8	SCO6105
Q9ZBF2	SCO6461
Q9RJH4	SCO0566
Q9L0S1	SCO4523
Q9L1X1	SCO6840
O69860	SCO6030
Q9XAI8	SCO3614
Q8CK58	SCO0402
Q9RL14	SCO0303
Q9RJY7	SCO1183
Q9FCB9	SCO1248
Q9F3A0	SCO7575
Q9K423	SCO1076
Q9ADC9	SCO5338
O69931	SCO6403
Q7AKK7	SCO4011
Q9RL40	SCO0446
Q9KXS4	SCO4317
Q9F3P0	SCO7647
Q9RJP0	SCO0604
Q9X7Z4	SCO2135
Q9FC30	SCO7054
Q9AK12	SCO7716
Q9F3H2	SCO2809
Q9KZB8	SCO6971
Q9X818	SCO2160
Q9L1I3	SCO2593
Q9L0E2	SCO4700
Q9Z542	SCO6130
Q9XAS1	SCO4579
Q9KYP7	SCO4485
Q9RCX6	SCO0934
Q9S2F7	SCO2924
Q9L0J8	SCO4667
Q9FBT0	SCO7162
Q9KZQ7	SCO2896
Q9RKR4	SCO2264
Q9S2K6	SCO1997
Q9RK97	SCO0265
Q9S2N1	SCO2112
Q9FCF4	SCO4216
Q9RDM1	SCO2565
Q9RI36	SCO0212
Q9RKM6	SCO4101
Q93J50	SCO3053
Q9ADI3	SCO6080
Q9KYJ8	SCO6943
Q9S1W5	SCO0027
Q8CK16	SCO1816
Q9L022	SCO7033
Q9L2E8	SCO2471
Q9XA90	SCO0835
O69827	SCO6433
Q9S2B3	SCO1717
Q93J39	SCO3967
O86688	SCO6642
Q9L1G6	SCO2611
Q9KXP6	SCO1504
Q9RDP0	SCO2397
Q9RL02	SCO0316
Q9X8A0	SCO3524
Q9X8N3	SCO3377
Q9L035	SCO7020
Q9K4I2	SCO7243
Q9S2F0	SCO2931
Q9X872	SCO3516
Q9ADG0	SCO6103
Q9X7N6	SCO6730
Q9ADD4	SCO5333
Q9RI88	SCO0087
Q8CJN3	SCO6333
Q9RJ09	SCO0156
Q9EX46	SCO0992
Q9AK93	SCO1369
O86739	SCO5660
Q9RJL6	SCO0519
Q93IZ0	SCO5091
O69962	SCO5786
Q9AK62	SCO4055
Q9K3V8	SCO4386
Q8CJU0	SCO4346
Q9KYQ5	SCO3665
Q9Z5A9	SCO6193
Q9XA12	SCO3852
Q9XAD9	SCO5290
Q9RD79	SCO0798
Q93JB3	SCO7483
Q9RD22	SCO0888
Q9F3C6	SCO7549
Q9L1V4	SCO6831
Q9FBZ5	SCO7187
Q9KY45	SCO2345
Q9L046	SCO2989
Q9L1U9	SCO2945
O69973	SCO5797
Q9KZF9	SCO6994
Q9K4C1	SCO5390
Q9KZR9	SCO2882
Q9RI52	SCO0194
Q9ADQ7	SCO3998
Q9EWY8	SCO1138
Q9K3V2	SCO4392
Q9X868	SCO3512
Q8CK53	SCO0554
Q93JG4	SCO7708
Q9FCF6	SCO4214
Q9KZH1	SCO6981
Q9L076	SCO2777
Q9KZS2	SCO2879
Q9L0H4	SCO4783
Q9AD07	SCP1.143
Q9KZS0	SCO2881
Q93J12	SCO3996
Q9X8P5	SCO3628
O86710	SCO6528
Q93IX3	SCO1297
Q9RJN9	SCO0605
Q93JL1	SCO4983
Q9KZ49	SCO7083
O86611	SCO6342
Q9ZC04	SCO6509
Q9AK83	SCO1379
Q9S1U9	SCO0043
Q9X8L7	SCO3353
Q9FBX7	SCO7807
Q9KY52	SCO4812
Q9XAP1	SCO4549
O86536	SCO5555
Q93J15	SCO3993
Q9KZW5	SCO4136
Q9L1W4	SCO6847
Q9RL46	SCO0440
Q9F2P6	SCO3104
Q9EWZ9	SCO1127
Q9L1W9	SCO6842
Q9X8B8	SCO3438
Q9K3Y4	SCO1349
Q9RDR5	SCO2252
Q7AKI1	SCO5072
Q9R3R2	SCO2935
Q93J22	SCO3985
Q8VWD8	SCP2.14c
Q9KYU2	SCO3204
Q9Z579	SCO5500
Q9RJG6	SCO0468
Q9AK77	SCO4040
Q9RJ35	SCO1833
O54120	SCO5924
Q9RKS6	SCO6268
Q9L1M5	SCO6890
Q9X8R9	SCO3652
Q9ZBP1	SCO6168
O54118	SCO5922
Q9ZBR8	SCO5561
Q8CJM6	SCO6516
Q8VWD9	SCP2.13c
Q9L0U7	SCO4497
Q9L1T9	SCO2956
Q9KY80	SCO5022
Q9F2X4	SCO4587
Q9F2R7	SCO4472
Q9XA78	SCO0847
Q9KZF0	SCO7003
Q9RDQ1	SCO2383
Q9L217	SCO6815
Q9X7Z3	SCO2134
Q9RK64	SCO0546
Q9S1Z1	SCO0135
Q9XAL6	SCO6714
Q9AD46	SCP1.104
Q9L1N4	SCO6881
Q9F2Q2	SCO3097
Q8CJW6	SCO3444
Q9ADG6	SCO6097
Q9KYP4	SCO4489
Q9KXU1	SCO4300
Q9AJX4	SCO1803
O86703	SCO6521
Q9KXM2	SCO4335
Q9KXZ2	SCO2423
Q9L052	SCO2983
O86689	SCO6643
Q9RK32	SCO0684
Q9RJQ2	SCO0588
O86681	SCO6634
Q9L2H6	SCO2507
Q93JD9	SCO5988
Q9L1P8	SCO6867
Q9S291	SCO1739
Q9S1S5	SCO0067
Q9L113	SCO1446
Q9S1U2	SCO0050
Q9L206	SCO2627
O50526	SCO5852
Q9RJI3	SCO0556
Q9FC76	SCO7110
Q9S1P9	SCO0242
Q9L246	SCO2675
Q9L1S4	SCO2971
O69936	SCO6408
Q9F2K0	SCO3781
Q9RKT1	SCO6261
O54191	SCO5962
Q9KXV2	SCO4289
Q9K3V4	SCO4390
Q9KYL1	SCO6930
Q9XAQ0	SCO4558
Q9Z5B0	SCO6192
Q9KYV4	SCO3191
Q9KY53	SCO4811
Q9EWM8	SCO7761
Q9F3H7	SCO2804
Q9ZC18	SCO6495
Q9ZC00	SCO6513
Q9KY60	SCO4804
Q9X841	SCO6075
Q8VWE0	SCP2.09c
Q9S278	SCO1811
O86818	SCO5758
Q9K3M9	SCO1031
Q9KYB3	SCO6920
Q9ADP6	SCO4009
Q9AK04	SCO7724
Q9EWS4	SCO0774
Q9KZQ0	SCO1382
Q9F368	SCO4420
Q9RKK1	SCO4083
Q9Z5A3	SCO6199
O86677	SCO6630
Q9ACU8	SCP1.205c
Q9K3Y0	SCO1354
Q9AK38	SCO4888
Q9F2Z3	SCO4354
Q9X897	SCO3521
Q9RKX4	SCO1415
Q9L2B1	SCO5409
Q9RKI7	SCO3445
Q93RX0	SCO1856
Q9L2J0	SCO0719
Q9K438	SCO1061
Q9S1P6	SCO0245
Q9K4G4	SCO4174
Q9L0W1	SCO3743
Q9S2R9	SCO2167
Q9RDK6	SCO2580
Q9ZBZ2	SCO3938
Q9KZX1	SCO4455
Q9K453	SCO7232
O86546	SCO6612
Q9F2U3	SCO4619
Q93RW3	SCO1863
Q9Z4X3	SCO3208
Q9AK22	SCO4904
Q9FC70	SCO7116
Q9F2N4	SCO3116
Q9FCK1	SCO5187
O88051	SCO1591
Q9RKE1	SCO3497
O86652	SCO5733
Q9K418	SCO1081
Q9RIY3	SCO0182
Q9KXK4	SCO2316
Q9S2T3	SCO2056
Q9RJ31	SCO1837
Q9S1Q2	SCO0239
Q8CJS0	SCO5239
Q9RL55	SCO0431
Q9XAI1	SCO3621
Q9RIU3	SCO0964
Q9KY78	SCO5024
Q9L118	SCO7442
Q9RK82	SCO0528
Q9RDE6	SCO2545
Q9X8A7	SCO3531
Q9XAJ5	SCO3607
O86600	SCO6235
Q9FBW5	SCO7820
Q9X8G2	SCO3338
Q9ZBW9	SCO3963
Q9K4L7	SCO7297
Q9FBZ4	SCO7188
Q9RCU8	SCO0863
Q9S1Q8	SCO0233
Q9RDN4	SCO2403
Q9FCE8	SCO4222
Q9KY32	SCO2358
Q9ACT8	SCP1.215
Q9ADF3	SCO6110
Q9X9U1	SCO3927
Q9X8E9	SCO3276
Q9K4G6	SCO4172
O69824	SCO6430
Q9S1W1	SCO0031
Q9KY87	SCO5015
Q9RJA8	SCO0656
Q9FC15	SCO7069
Q9K419	SCO1080
Q93J67	SCO0976
Q9S1Q3	SCO0238
Q9F3K0	SCO5265
O69866	SCO6036
Q9L2L7	SCO2530
Q9RJR2	SCO0578
Q8CJL0	SCO7137
Q9ZBK4	SCO6470
Q9X8M0	SCO3363
Q93IW6	SCO1304
Q9AK89	SCO1373
Q9XAS4	SCO4582
Q9ACP8	SCP1.270
Q9F3F9	SCO4541
Q9RK43	SCO0336
Q9KXM6	SCO4331
Q9X810	SCO2152
Q9L1K7	SCO5437
Q9S1V8	SCO0034
Q9RL42	SCO0444
Q9RJN5	SCO0609
Q9KZN5	SCO1397
Q9L1A0	SCO7375
O86605	SCO6336
O54135	SCO5869
Q8CK18	SCO1793
Q9RJE6	SCO0746
Q9S2B6	SCO1714
Q9L1T0	SCO2965
Q9RDM7	SCO2410
Q9RK53	SCO0324
Q9RJ69	SCO1632
Q9X8Q9	SCO3642
Q9RJN0	SCO0614
Q9K479	SCO7206
Q9KY90	SCO5012
Q9L238	SCO6794
Q9XA63	SCO3814
Q9S1T4	SCO0058
Q9XA60	SCO3817
Q9FC57	SCO7129
Q93RT9	SCO6302
Q9R2D3	SCO2069
Q93RU9	SCO1877
Q9K4H7	SCO7248
Q9RL52	SCO0434
Q9RJ38	SCO1830
Q9EWN1	SCO7756
Q9X882	SCO3290
Q9KZC5	SCO6964
Q9S287	SCO1743
O86547	SCO6613
Q93S12	SCO6277
Q9L0T9	SCO4505
O86789	SCO4748
Q9X9X3	SCO1899
Q9L1V7	SCO6828
Q9EWR7	SCO0785
Q9XAA6	SCO0819
Q9F3L8	SCO5246
Q9K3F3	SCO1288
Q9KYR1	SCO5704
Q7AKP5	SCO2207
Q9RL11	SCO0307
Q9XA11	SCO3853
Q8CJZ0	SCO2616
O88064	SCO1607
Q9L0Z2	SCO1467
Q7AKM4	SCO3225
Q9ACW4	SCP1.187
Q9FC14	SCO7070
O87839	SCO6584
Q9FCF8	SCO4212
Q9EWZ5	SCO1131
Q9X7R1	SCO7289
Q9L038	SCO7017
Q9FBL0	SCO5148
Q9X934	SCO3581
Q9FC04	SCO7178
Q93IV4	SCO1316
Q9L277	SCO1532
Q9AD83	SCO4914
Q9S1V6	SCO0036
Q9RJA2	SCO0662
O54132	SCO5866
H9L4C7	
Q9RDA2	SCO2849
Q9KZZ6	SCO4430
Q9K3S7	SCO3137
Q9X8Y0	SCO3698
O86525	SCO5544
Q9KY89	SCO5013
O86627	SCO6358
Q9S2R0	SCO2176
Q9RKH6	SCO3456
Q9L1N1	SCO6884
O54188	SCO5959
Q9KZE9	SCO7004
Q9F3P3	SCO7644
Q9RDI5	SCO2742
Q9K478	SCO7207
Q9AK80	SCO4037
Q9L267	SCO1542
Q9L1R3	SCO6851
Q8CK25	SCO1545
Q9KYJ6	SCO6945
Q93J32	SCO3975
O69840	SCO6052
Q9Z516	SCO1949
Q8VWD2	
Q9WX18	SCO3316
O86759	SCO5640
Q93JB0	SCO7486
Q9EWK3	SCO7790
Q9KZT9	SCO4163
Q9K4A1	SCO5220
Q9F3N4	SCO7653
Q9F3G8	SCO4532
Q8CK26	SCO1511
Q9S1P4	SCO0247
Q9L1Z7	SCO2638
Q9RCU6	SCO0865
Q99Q29	SCP1.322 SCP1.32c
Q9R2U8	SCO3468
Q9XD97	SCO4542
Q99QQ0	SCP1.22c SCP1.332
Q99Q22	SCP1.26c SCP1.328
Q9RIT0	SCO5243
Q99Q75	SCP1.283 SCP1.70c
Q99QG6	SCP1.06c SCP1.348
Q9X9V2	SCO5093
Q99Q82	SCP1.284 SCP1.69c
Q99QF8	SCP1.14c SCP1.340
Q9K497	SCO5224
Q9S1Y2	SCO0012 SCO7835
Q99Q91	SCP1.294 SCP1.59c
Q99Q51	SCP1.279c SCP1.74
Q99Q84	SCP1.10 SCP1.344c
Q99QL3	SCP1.21c SCP1.333
Q9KIL8	SCO5171
Q99Q37	SCP1.278 SCP1.75c
Q99QF2	SCP1.30 SCP1.324
Q99QB1	SCP1.03c SCP1.351
Q99QE3	SCP1.19c SCP1.335
Q9AD69	SCP1.80 SCP2.12c
Q99QA0	SCP1.293c SCP1.60
Q99QK0	SCP1.286 SCP1.67c
Q93S15	SCO0004 SCO7843
Q9XD95	SCO4544
Q99QK6	SCP1.17 SCP1.337c
Q9S1Y7	SCO0007 SCO7840
Q99QD8	
Q99Q05	SCP1.281 SCP1.72c
Q9X9V0	SCO5095
Q99QE9	SCP1.291c SCP1.62
Q9EWV4	SCO4921 SCO6271
O87592	SCO1650
Q9R3X8	SCO5244
Q99Q18	SCP1.300 SCP1.54c
Q99PY2	SCP1.313 SCP1.41c
Q99QN4	SCP1.305 SCP1.49c
Q9Z677	SCO5377
Q9RIS6	SCO3067
Q9X9V1	SCO5094
Q7APM9	SCP1.318 SCP1.36c
Q99QM7	SCP1.01c SCP1.353
Q99QL7	SCP1.23c SCP1.331
Q9R3I9	SCO5245
Q9RKU9	SCO6243
Q99QP2	SCP1.25c SCP1.329
Q7APM7	SCP1.316 SCP1.38c
Q99Q41	SCP1.28c SCP1.326
Q9AD67	SCP1.82 SCP2.10c
Q99QQ4	SCP1.18c SCP1.336
Q7AKJ7	SCO4394
Q99Q69	SCP1.315 SCP1.39c
Q99QR4	SCP1.15 SCP1.339c
Q99Q03	
Q99Q28	SCP1.05c SCP1.349
Q9RIS7	SCO3066
Q99PZ7	SCP1.317c SCP1.37
Q9ZBQ1	SCO5578 SCO7153
Q99QD6	SCP1.282 SCP1.71c
Q99PX4	SCP1.288c SCP1.65
Q8R6K2	SCO0002 SCO7845
Q9Z514	SCO1951
Q99PZ8	SCP1.11c SCP1.343
Q99Q07	SCP1.07c SCP1.347
O87593	SCO1649
Q99QG3	SCP1.295 SCP1.58c
Q99Q40	SCP1.292c SCP1.61
Q9S1Y5	SCO0009 SCO7838
Q99QL8	SCP1.13c SCP1.341
Q99QG9	SCP1.16c SCP1.338
Q9L1B4	SCO1567
Q99PY4	SCP1.310c SCP1.44
O86758	SCO0091 SCO5641
Q99QJ9	SCP1.285c SCP1.68
Q9FBZ2	SCO7190
Q9FBV6	SCO0005 SCO7842
Q9K3C2	SCO5225
Q99QK8	SCP1.312 SCP1.42c
Q9KZ37	SCO7095
Q9RIS5	SCO3068
O69816	SCO6422
Q9XD94	SCO4545
Q99PY9	SCP1.311c SCP1.43
Q9S1N3	SCO2467
Q9FBV7	SCO0006 SCO7841
Q9KIM3	SCO4189
Q9AD68	SCP1.81 SCP2.11c
Q7DJE7	SCO0098 SCO0567 SCO3466 SCO3467 SCO3539 SCO6910
Q99QQ6	SCO4017
Q9R2U5	SCO3469 SCO3490 SCP1.276
Q99PY5	SCP1.306 SCP1.48c
Q99QL5	SCP1.04c SCP1.350
Q99Q92	SCP1.08c SCP1.346
Q9R3I8	SCO0600
Q9FBV4	SCO0003 SCO7844
Q99QH5	SCP1.24 SCP1.330c
Q99PZ9	SCP1.314 SCP1.40c
Q9LAS9	SCO6287
Q9S1X6	SCO0017 SCO7830
Q99QR3	SCP1.321 SCP1.33c
Q9R422	SCO0599
Q9S1Y0	SCO0013 SCO7834
Q9S1Y3	SCO0011 SCO7836
Q99QA4	SCP1.307c SCP1.47
Q9R319	SCO3470
Q9FBQ0	SCO0001 SCO7846
Q9S1X4	SCO0019 SCO7828
Q99Q74	SCP1.27c SCP1.327
Q9S1Y4	SCO0010 SCO7837
Q9L2G5	SCO2518
Q99QB5	SCP1.31 SCP1.323c
Q9R3S2	SCO3888
Q9R3P2	SCO0598
Q99QF6	SCP1.09c SCP1.345
Q99QC2	SCP1.289 SCP1.64c
Q99QP4	SCP1.29 SCP1.325c
Q9Z678	SCO5378
Q9RMI9	SCP1.197
Q99QP8	SCP1.20c SCP1.334
Q99QI4	SCP1.320c SCP1.34
Q9RJP4	SCO0597
Q99QQ8	SCP1.296 SCP1.57c
Q99QJ0	SCP1.12c SCP1.342
Q54191	SCO4184
Q99Q34	SCP1.319c SCP1.35
Q7BUY9	SCO3884
O87600	SCO1642
Q7BR72	SCO0561
Q9S1N5	SCO2469
Q99Q80	SCP1.299 SCP1.55c
Q99Q20	SCP1.287 SCP1.66c
Q99Q53	SCP1.02c SCP1.352
Q9KIM1	SCO5038
Q9S1X7	SCO0016 SCO7831
O87595	SCO1647
Q99Q24	SCP1.280 SCP1.73c
Q9RJU2	SCO0368 SCO7803
Q9S1Y6	SCO0008 SCO7839
Q9FBQ4	SCO4266
Q9FCJ8	SCO5190
Q9KZE5	SCO7008
Q99Q59	
Q99Q47	SCP1.302 SCP1.52c
Q99Q13	SCP1.290c SCP1.63
Q9K393	SCO2632 SCO4183 SCO4370
Q9S1X9	SCO0014 SCO7833
Q9R408	SCO0596
Q99QG4	SCP1.309c SCP1.45
Q9S1X5	SCO0018 SCO7829
Q9K4E1	SCO5363
Q9K3G5	SCO1275
Q9RKT7	SCO6255
Q9L0A3	SCO2443
Q9Z5A6	SCO6196
Q9L010	SCO2303
Q9F3M6	SCO7662
Q93IY1	SCO5104
Q9L2L6	SCO2531
Q9L090	SCO2456
Q9K3Q7	SCO1091
Q9K3P5	SCO1103
Q9KYF7	SCO2715
Q7AKK3	SCO4086
Q9XAM4	SCO6706
Q9ACY9	SCP1.162c
Q93JK8	SCO4986
O86796	SCO4755
Q9FBU4	SCO7147
Q9AJY6	SCO7742
Q9Z576	SCO5503
Q9EWY6	SCO1140
Q9Z563	SCO5516
Q9X8W4	SCO3682
Q93JA5	SCO7491
Q9KXZ4	SCO2421
Q8CJL2	SCO7034
Q8CJS2	SCO5116
Q9KYZ3	SCO7536
Q9L0V7	SCO3747
Q9FCJ6	SCO5192
Q9RDF0	SCO2541
O86514	SCO5532
Q9EWD9	SCO4868
Q9L0D8	SCO4704
Q93RW5	SCO1861
Q9ZC02	SCO6511
Q9KXY9	SCO2426
Q9S202	SCO0124
Q9FC77	SCO7109
Q9RKI2	SCO3450
Q9RKH2	SCO3460
Q9K3U5	SCO4400
Q9XAB6	SCO1940
Q9FC45	SCO7038
Q9KY67	SCO4797
Q9K3L0	SCO1050
Q8CK42	SCO0946
Q9KZ60	SCO3089
Q9L272	SCO1537
O54117	SCO5921
Q9FCA4	SCO1209
Q9RK49	SCO0330
Q9X7Z1	SCO2132
Q9L019	SCO2294
Q9XAR9	SCO4577
Q9XA58	SCO3819
Q9FBI8	SCO5170
Q9XA31	SCO3833
Q9X9V4	SCO1918
Q9S2X6	SCO2075
O69968	SCO5792
Q9ZBK0	SCO6474
Q9RL51	SCO0435
Q9RJR6	SCO0420
Q9KY85	SCO5017
Q9KZL2	SCO3032
Q9KYW4	SCO3017
Q9EVK2	SCO5285
Q9EX09	SCO1117
Q9KZF2	SCO7001
Q9RL56	SCO0430
Q9S2J9	SCO2004
Q9X8X2	SCO3690
Q9K424	SCO1075
Q9S234	SCO1766
Q9RK29	SCO0687
Q9FCF3	SCO4217
Q9RJ42	SCO1826
Q9EX15	SCO1111
Q8CJQ3	SCO5860
Q9K4H1	SCO4167
Q9X8R8	SCO3651
Q9EWE9	SCO4942
Q9KYP9	SCO4483
Q8CJY5	SCO2770
Q9RL31	SCO0456
Q9F3M3	SCO7665
Q9RDC2	SCO2829
Q9RKJ3	SCO4093
O69977	SCO5801
Q9L0U4	SCO4500
Q9RJV5	SCO0355
Q9K3H2	SCO1268
Q9XAP4	SCO4552
Q9EWI0	SCO2994
Q9F2L2	SCO3769
Q9RJU9	SCO0361
Q9X805	SCO2146
Q9RJM0	SCO0512
Q8CJL1	SCO7035
Q9F3F3	SCO7604
Q9S2K0	SCO2003
Q9F2J6	SCO3785
Q9ADM7	SCO4031
Q8CJX1	SCO3284
Q9K3Z4	SCO1339
Q9L2D2	SCO2487
O87854	SCO6599
Q9KZC8	SCO6961
Q9RKW2	SCO6214
Q9RK14	SCO0492
Q9RJE7	SCO0745
Q9RJK2	SCO0386
O87853	SCO6598
Q9L251	SCO2670
Q9L0Y5	SCO1474
Q9RI87	SCO0088
O50514	SCO5840
Q9RD40	SCO0869
Q93IX5	SCO1295
O86717	SCO6535
Q9L2J8	SCO0710
Q9K4M0	SCO7294
Q9FBI3	SCO5176
Q9S2G4	SCO2917
O86686	SCO6640
Q9KXQ2	SCO1498
Q9L0Z6	SCO1463
O86623	SCO6354
O86585	SCO6220
Q9F375	SCO4413
Q9KZ81	SCO3064
Q9F3D1	SCO7626
Q9AK94	SCO1368
Q9KYF3	SCO4117
Q9F2Q9	SCO4480
Q9FBS6	SCO7166
Q9FCJ3	SCO5195
Q9Z502	SCO1964
Q9KYU1	SCO3205
Q9K4C7	SCO5384
Q9S205	SCO0121
Q9RJV3	SCO0357
Q9F3H5	SCO2806
Q7AKS3	SCO0712
O88019	SCO6663
Q9ADG7	SCO6096
Q9L1E0	SCO5465
O86831	SCO5668
Q9FBQ9	SCO5287
Q9L050	SCO2985
Q9EX45	SCO0993
Q9S2B1	SCO1719
Q9X7Y6	SCO6791
Q9KY22	SCO2368
Q9RDH2	SCO2755
Q9KZ82	SCO3063
Q9KZ96	SCO4850
O69856	SCO6026
O86728	SCO6546
Q9F3A5	SCO7570
Q9KZB5	SCO6974
Q9AJZ0	SCO7738
Q9X7Y3	SCO6788
O69844	SCO6014
Q9RJD6	SCO0756
Q9ZBY7	SCO3945
Q8CJV1	SCO3964
Q9L261	SCO2660
Q9F3K6	SCO5259
Q9KZ70	SCO3078
Q9L2K2	SCO0706
Q9RJK5	SCO0383
Q8CJL8	SCO6824
Q8R5N1	SCO0022
Q9S2B9	SCO3579
Q9ADJ7	SCO7462
Q9FC31	SCO7053
Q93JJ0	SCO1971
Q9K3F6	SCO1285
Q9XAN3	SCO6697
Q9ZBW3	SCO6555
Q7API1	
Q9XAA4	SCO0821
Q9RD16	SCO0894
Q9K3I9	SCO4831
Q93JD1	SCO5996
Q9RKJ4	SCO4092
Q9ZBS8	SCO6160
Q7AKH8	SCO5079
Q9KYC3	SCO6907
Q9X7V9	SCO6764
Q9RK76	SCO0534
Q9KY91	SCO5011
Q9ACT0	
Q93JF3	SCO5974
Q9AK08	SCO7720
Q9XA51	SCO3827
Q9FCK8	SCO5180
Q9ZBQ5	SCO5574
Q9RDI0	SCO2747
Q9F2R0	SCO4479
Q9KYH6	SCO2696
Q7AKR1	SCO0962
Q9RK77	SCO0533
Q9S1Q9	SCO0232
Q8CJY1	SCO2942
Q93J92	SCO7505
O88027	SCO6671
Q9FBI7	SCO5172
Q9KYU4	SCO3201
Q9Z501	SCO1965
Q9KY55	SCO4809
Q9XAI0	SCO3622
Q9EWD6	SCO4871
Q9X7V5	SCO6760
Q9L1Y6	SCO2649
Q9RKT5	SCO6257
Q93IV6	SCO1314
Q9XA89	SCO0836
Q9K3W3	SCO4381
Q9AD34	SCP1.116
Q7API5	
Q9EX61	SCO7694
Q9S2I5	SCO2018
Q9L156	SCO7459
Q9XAD6	SCO1920
Q9KYZ6	SCO7533
Q9RD85	SCO0792
Q9X8D4	SCO3261
Q9ADB6	SCO5352
Q93J48	SCO3055
Q9RKZ0	SCO1432
Q9FBS4	SCO7168
Q9KZ64	SCO3084
Q9L148	SCO7411
Q9RJT9	SCO0371
Q9X8I1	SCO3401
Q9L1J6	SCO2720
Q93S03	SCO6286
Q9AK31	SCO4895
Q9S2V5	SCO2101
O86571	SCO5476
Q9X8R2	SCO3645
Q9K3F2	SCO1289
Q9F2S9	SCO4460
Q9FCH2	SCO4197
Q93IY9	SCO5096
Q93IU8	SCO5107
Q9K464	SCO7221
Q9FC69	SCO7117
Q9AK01	SCO7727
Q9ADD1	SCO5336
Q9KYE6	SCO4124
Q9FC67	SCO7119
Q9XAD0	SCO1926
Q9FCL6	SCO7798
O69998	SCO5822
Q9RKV8	SCO6218
Q9RKR9	SCO2259
O86494	SCO6326
Q93JH7	SCO1985
Q9RJG0	SCO0474
Q9RK70	SCO0540
Q9KZB1	SCO4835
Q9L030	SCO7025
Q9L0I1	SCO4776
Q9RK21	SCO0485
Q9RIX9	SCO0186
Q9RDQ8	SCO2376
Q9L1U1	SCO2954
Q9ZBF3	SCO6460
Q9KYK3	SCO6938
Q93RT2	SCO6309
Q9KXU0	SCO4301
Q9ZBT7	SCO6151
Q9K3K6	SCO1054
Q9XAC4	SCO1932
Q9L0R8	SCO4526
Q9S269	SCO1683
Q9K462	SCO7223
Q9XA44	SCO3569
O70005	SCO5829
Q9F3I7	SCO2794
O69908	SCO5620
Q93JE6	SCO5981
Q9RK99	SCO0263
Q9KYP2	SCO4491
Q9RKQ3	SCO2275
Q9X9U2	SCO3926
Q9K472	SCO7213
Q9S1Q1	SCO0240
Q9F2L7	SCO3764
Q9XAB8	SCO1938
Q9EWR4	SCO0788
Q9ZBK8	SCO6466
Q9RIZ4	SCO0171
Q9FBM8	SCO5051
Q9KY58	SCO4806
Q9F2Y1	SCO4366
