Column1;Reaction ID;Reaction name;kegg.reaction;biocyc;kegg.pathway;kegg.subsystem;subsystem;curated pathway;curated subsystem
194;4HTHRS;4-Hydroxy-L-threonine synthase;R05086;RXN-14125;Vitamin B6 metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
195;4HXBOPT;2-phospho-3-sulfolactate phosphohydrolase;R05789;R229-RXN;;;;;
196;4HXPUHBT;4-hydroxyphenylpyruvate:5-amino-6-(D-ribitylamino)uracil 4-hydroxybenzyltransferase;R09396;;Methane metabolism;Energy metabolism;Cofactor and Prosthetic Group Biosynthesis ;;
197;4HYBUT;4-hydroxybutyrate:CoA ligase (ADP-forming);;RXN-18387;;;;;
198;4HYDPRO;"cis-4-hydroxy-D-proline dehydrogenase;D-hydroxyproline dehydrogenase ";R11428;RXN-8003;;;;;
199;4IP7MO2H__R;(4R,7R)-4-isopropenyl-7-methyloxepan-2-one hydrolase;R06390;RXN-9394;;;;;
200;4IP7MO2H__S;(4S,7R)-4-isopropenyl-7-methyloxepan-2-one hydrolase;R06392;RXN-9421;;;;;
201;4IZPHYDs;4-Imidazolone-5-propanoate hydratase (spontaneous);R04282;RXN-7587;;;;;
202;4MBZALDH;4-methylbenzyl alcohol dehydrogenase;R05282;RXN-8581;;;;;
203;4MBZDH;4-tolualdehyde dehydrogenase;;RXN-8582;;;;;
204;4NIPHOM;4-nitrophenol 2-monooxygenase;R03023;4-NITROPHENOL-2-MONOOXYGENASE-RXN;;;;;
205;4NITROB;4-nitrobenzoate reductase ;;R364-RXN;;;;;
206;4OT;"2-hydroxymuconate tautomerase;4-oxalocrotonate tautomerase";R03966;RXN-8529;;;;;
207;4PCP;tetrapeptide L,D-carboxypeptidase;;;;Glycan biosynthesis and metabolism;Murein Recycling;;
208;4SBZADH;4-sulfobenzaldehyde dehydrogenase;R05272;SYDDEHYD-RXN;;;;;
209;4SULFADH;4-sulfobenzyl alcohol dehydrogenase;R05271;SOLDEHYD-RXN;;;;;
210;5CM2HMUCI;5-carboxymethyl-2-hydroxymuconate isomerase;R04379;5.3.3.10-RXN;;;;;
211;5DGLCNR;5-dehydro-D-gluconate reductase;R01740;RXN-14367;;Carbohydrate metabolism;Alternate Carbon metabolism;;
212;5DOAN;5'-deoxyadenosine nuclosidase;;;;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
213;5METDA;"5-methylthioadenosine deaminase;S-methyl-5'-thioadenosine deaminase";;RXN-10035;;;;;
214;5OP3TCCL;5-oxopent-3-ene-1,2,5-tricarboxylate carboxy-lyase;R04380;CARBOXY-OXOHEPT-ENEDIOATE-DECARBOXY-RXN;;;;;
215;6ADOFUT;6-aminodeoxyfutalosine deaminase;;RXN-14910;;;;;
216;6HEXHYD;6-hexanolide hydrolase;R03751;6-HEXANOLIDE-HYDROLYSIS-RXN;;;;;
217;6PHBG;6-phospho-beta-glucosidase;;;;Carbohydrate metabolism;Alternate Carbon metabolism;;
218;AAAHYD;Acylamide aminohydrolase;R05590;R05590;['rn00627', 'rn01120'];;;;
219;AACOATi;Acetoacetyl-CoA:acetate CoA-transferase;R01357;ACETOACETATE--COA-LIGASE-RXN;['Butanoate metabolism', 'Valine, leucine and isoleucine degradation'];['Carbohydrate metabolism', 'Amino acid metabolism'];Butanoate metabolism;;
220;AAMYLe;alpha-amylase;;;;Carbohydrate metabolism;Alternate Carbon metabolism;;
221;AATA;"alpha-aminoadipate aminotransferase;L-2-aminoadipate aminotransferase;2-aminoadipate-2-oxoglutarate aminotransferase";R01939;2-AMINOADIPATE-AMINOTRANSFERASE-RXN;;;;;
222;AATC;L-cysteate aminotransferase;R02433;RXN-11737;;;;;
223;ABPYRATA;4-aminobutyrate aminotransferase;R10178;;['Butanoate metabolism', 'Alanine, aspartate and glutamate metabolism'];['Carbohydrate metabolism', 'Amino acid metabolism'];Glutamate metabolism;;
224;ABT2DG;L-arabinitol 2-dehydrogenase;R02441;;Pentose and glucuronate interconversions;Carbohydrate metabolism;Pentose and glucuronate interconversions;;
225;ABTA;4-aminobutyrate transaminase;R01648;GABATRANSAM-RXN;['Butanoate metabolism', 'Alanine, aspartate and glutamate metabolism'];['Carbohydrate metabolism', 'Amino acid metabolism'];Arginine and Proline metabolism;;
226;ABTD;L-arabinitol 4-dehydrogenase;R01903;L-ARABINITOL-4-DEHYDROGENASE-RXN;Pentose and glucuronate interconversions;Carbohydrate metabolism;Pentose and glucuronate interconversions;;
227;ABTDG;D-arabinitol 4-dehydrogenase (NAD);R05604;D-ARABINITOL-4-DEHYDROGENASE-RXN;Pentose and glucuronate interconversions;Carbohydrate metabolism;Alternate Carbon metabolism;;
228;ABUTD;Aminobutyraldehyde dehydrogenase;R02549;AMINOBUTDEHYDROG-RXN;['Arginine and proline metabolism', 'beta-Alanine metabolism'];['Metabolism of other amino acids', 'Amino acid metabolism'];Arginine and Proline metabolism;;
229;AC1MO;acetone 1-monooxygenase;;RXN-17569;;;;;
230;ACACT1r;acetyl-CoA C-acetyltransferase;R00238;ACETYL-COA-ACETYLTRANSFER-RXN;['Terpenoid backbone biosynthesis', 'Glyoxylate and dicarboxylate metabolism', 'Propanoate metabolism', 'Valine, leucine and isoleucine degradation', 'Butanoate metabolism', 'Synthesis and degradation of ketone bodies', 'Tryptophan metabolism', 'Benzoate degradation', 'Carbon fixation pathways in prokaryotes', 'Pyruvate metabolism', 'Fatty acid degradation', 'Lysine degradation'];['Carbohydrate metabolism', 'Xenobiotics biodegradation and metabolism', 'Metabolism of terpenoids and polyketides', 'Lipid metabolism', 'Amino acid metabolism'];Membrane Lipid metabolism;;
231;ACACT2r;acetyl-CoA C-acyltransferase (butanoyl-CoA) (r);R01177;RXN-12565;['Fatty acid elongation', 'Fatty acid degradation'];Lipid metabolism;Membrane Lipid metabolism;;
232;ACACT3r;acetyl-CoA C-acyltransferase (hexanoyl-CoA) (r);R04747;META:RXN-14277;['Fatty acid elongation', 'Fatty acid degradation'];Lipid metabolism;Membrane Lipid metabolism;;
233;ACACT4r;acetyl-CoA C-acyltransferase (octanoyl-CoA) (r);R03778;RXN-13617;['Fatty acid elongation', 'Fatty acid degradation'];Lipid metabolism;Membrane Lipid metabolism;;
234;ACACT5r;acetyl-CoA C-acyltransferase (decanoyl-CoA) (r);R04742;RXN-14274;['Fatty acid elongation', 'Fatty acid degradation'];Lipid metabolism;Membrane Lipid metabolism;;
235;ACACT6r;acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r);R03858;RXN-14268;['Fatty acid elongation', 'Fatty acid degradation'];Lipid metabolism;Membrane Lipid metabolism;;
236;ACACT7r;acetyl-CoA C-acyltransferase (tetradecanoyl-CoA) (r);R03991;RXN-16560;['Fatty acid elongation', 'Fatty acid degradation'];Lipid metabolism;Membrane Lipid metabolism;;
237;ACACT8r;acetyl-CoA acyltransferase (hexadecanoyl-CoA) (r);;;;Lipid metabolism;Membrane Lipid metabolism;;
238;ACBIPGT;Adenosyl cobinamide phosphate guanyltransferase;R05222;COBINPGUANYLYLTRANS-RXN;Porphyrin and chlorophyll metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
239;ACCAHh;4.1.99.4-RXN;R00997;4.1.99.4-RXN;;;;;
240;ACCOAC;acetyl-CoA carboxylase;R00742;ACETYL-COA-CARBOXYLTRANSFER-RXN;['Propanoate metabolism', 'Carbon fixation pathways in prokaryotes', 'Fatty acid biosynthesis', 'Aflatoxin biosynthesis', 'Pyruvate metabolism'];['Carbohydrate metabolism', 'Lipid metabolism'];Membrane Lipid metabolism;;
241;ACCOAC_1;carboxybiotin-carboxyl-carrier-protein:acetyl-CoA carboxytransferase;R04386;;;Lipid metabolism;Membrane Lipid metabolism;;
242;ACCS;N-acetylcysteine synthase (putative acyl-transferase);;;;;;;
243;ACETDH;acetoin dehydrogenase;;RXN-9718;;;;;
244;ACGAMK;N-acetylglucosamine kinase;R01201;;Amino sugar and nucleotide sugar metabolism;['Glycan biosynthesis and metabolism', 'Carbohydrate metabolism'];Murein Recycling;;
245;ACGK;acetylglutamate kinase;R02649;ACETYLGLUTKIN-RXN;Arginine biosynthesis;Amino acid metabolism;Arginine and Proline metabolism;;
246;ACGS;N-acetylglutamate synthase;R00259;N-ACETYLTRANSFER-RXN;Arginine biosynthesis;Amino acid metabolism;Arginine and Proline metabolism;;
247;ACHBS;2-aceto-2-hydroxybutanoate synthase;R08648;ACETOOHBUTSYN-RXN;Valine, leucine and isoleucine biosynthesis;Amino acid metabolism;Valine, leucine and isoleucine metabolism;;
248;ACITRULD;acetylcitrulline deacetylase;R09107;RXN-7933;;;;;
249;ACKr;acetate kinase;R00315;ACETATEKIN-RXN;['Taurine and hypotaurine metabolism', 'Pyruvate metabolism', 'Carbon fixation pathways in prokaryotes', 'Methane metabolism'];['Metabolism of other amino acids', 'Carbohydrate metabolism', 'Energy metabolism'];Pyruvate metabolism;;
250;ACLS;acetolactate synthase;R00226;ACETOLACTSYN-RXN;['C5-Branched dibasic acid metabolism', 'Butanoate metabolism', 'Valine, leucine and isoleucine biosynthesis'];['Carbohydrate metabolism', 'Amino acid metabolism'];Valine, leucine and isoleucine metabolism;;
251;ACM6PH;N-acetylmuramate 6-phosphate hydrolase;R08555;;Amino sugar and nucleotide sugar metabolism;Carbohydrate metabolism;Alternate Carbon metabolism;;
252;ACNMS;N-acetylneuraminate synthase;R01804;N-ACETYLNEURAMINATE-SYNTHASE-RXN;;;;;
253;ACOAD1f;acyl-CoA dehydrogenase (butanoyl-CoA);R01175;;['Butanoate metabolism', 'Fatty acid degradation'];['Carbohydrate metabolism', 'Lipid metabolism'];Membrane Lipid metabolism;;
254;ACOAD2f;acyl-CoA dehydrogenase (hexanoyl-CoA);R04751;;Fatty acid degradation;Lipid metabolism;Membrane Lipid metabolism;;
255;ACOAD3f;acyl-CoA dehydrogenase (octanoyl-CoA);R03777;;Fatty acid degradation;Lipid metabolism;Membrane Lipid metabolism;;
256;ACOAD4f;acyl-CoA dehydrogenase (decanoyl-CoA);R04754;;Fatty acid degradation;Lipid metabolism;Membrane Lipid metabolism;;
257;ACOAD5f;acyl-CoA dehydrogenase (dodecanoyl-CoA);R03857;;Fatty acid degradation;Lipid metabolism;Membrane Lipid metabolism;;
258;ACOAD6f;acyl-CoA dehydrogenase (tetradecanoyl-CoA);R03990;;Fatty acid degradation;Lipid metabolism;Membrane Lipid metabolism;;
259;ACOAD7f;acyl-CoA dehydrogenase (hexadecanoyl-CoA);R01279;;Fatty acid degradation;Lipid metabolism;Membrane Lipid metabolism;;
260;ACOAD8f;acyl-CoA dehydrogenase (octadecanoyl-CoA);;;;Lipid metabolism;Membrane Lipid metabolism;;
261;ACOAD9;acyl-CoA dehydrogenase (Isobutiryl-CoA);;;;Amino acid metabolism;Valine, leucine and isoleucine metabolism;;
262;ACOADH1;acyl-CoA dehydrogenase (2-Methyl-butanoyl-CoA);;;;Amino acid metabolism;Valine, leucine and isoleucine metabolism;;
263;ACOATA;Acetyl-CoA ACP transacylase;R01624;ACP-S-ACETYLTRANSFER-RXN;Fatty acid biosynthesis;Lipid metabolism;Membrane Lipid metabolism;;
264;ACODA;"N-acetylornithinase;acetylornithine deacetylase";R00669;ACETYLORNDEACET-RXN;;;;;
265;ACON6LAT;acetyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-acetyltransferase;R02569;;['Citrate cycle (TCA cycle)', 'Pyruvate metabolism', 'Glycolysis / Gluconeogenesis'];Carbohydrate metabolism;Pyruvate metabolism;;
266;ACONIs;aconitate isomerase (spontaneous);R02244;ACONITATE-DELTA-ISOMERASE-RXN;C5-Branched dibasic acid metabolism;Carbohydrate metabolism;C5-Branched dibasic acid metabolism;;
267;ACONMT;Trans-aconitate methyltransferase;R05763;RXN0-2441;;Carbohydrate metabolism;Unassigned;;
268;ACONTa;aconitase (half-reaction A, Citrate hydro-lyase);R01325;META:ACONITATEDEHYDR-RXN;['Carbon fixation pathways in prokaryotes', 'Glyoxylate and dicarboxylate metabolism', 'Citrate cycle (TCA cycle)'];Carbohydrate metabolism;Citric Acid Cycle;;
269;ACONTb;aconitase (half-reaction B, Isocitrate hydro-lyase);R01900;;['Carbon fixation pathways in prokaryotes', 'Glyoxylate and dicarboxylate metabolism', 'Citrate cycle (TCA cycle)'];Carbohydrate metabolism;Citric Acid Cycle;;
270;ACOTA;acetylornithine transaminase;R02283;ACETYLORNTRANSAM-RXN;Arginine biosynthesis;Amino acid metabolism;Arginine and Proline metabolism;;
271;ACPPAT120;acyl-(acyl carrier protein):phosphate acyltransferase (C12:0);;;;Lipid metabolism;Glycerophospholipid metabolism;;
272;ACPPAT140;acyl-(acyl carrier protein):phosphate acyltransferase (C14:0);;;;Lipid metabolism;Glycerophospholipid metabolism;;
273;ACPPAT141;acyl-(acyl carrier protein):phosphate acyltransferase (C14:1);;;;Lipid metabolism;Glycerophospholipid metabolism;;
274;ACPPAT150;acyl-(acyl carrier protein):phosphate acyltransferase (C15:0);;;;Lipid metabolism;Glycerophospholipid metabolism;;
275;ACPPAT160;acyl-(acyl carrier protein):phosphate acyltransferase (C16:0);;;;Lipid metabolism;Glycerophospholipid metabolism;;
276;ACPPAT161;acyl-(acyl carrier protein):phosphate acyltransferase (C16:1);;;;Lipid metabolism;Glycerophospholipid metabolism;;
277;ACPPAT170;acyl-(acyl carrier protein):phosphate acyltransferase (C17:0);;;;Lipid metabolism;Glycerophospholipid metabolism;;
278;ACPPAT180;acyl-(acyl carrier protein):phosphate acyltransferase (C18:0);;;;Lipid metabolism;Glycerophospholipid metabolism;;
279;ACPPAT181;acyl-(acyl carrier protein):phosphate acyltransferase (C18:1);;;;Lipid metabolism;Glycerophospholipid metabolism;;
280;ACPPATai150;acyl-(acyl carrier protein):phosphate acyltransferase (ante-iso-C15:0);;;;Lipid metabolism;Glycerophospholipid metabolism;;
281;ACPPATai170;acyl-(acyl carrier protein):phosphate acyltransferase (ante-iso-C17:0);;;;Lipid metabolism;Glycerophospholipid metabolism;;
282;ACPPATi140;acyl-(acyl carrier protein):phosphate acyltransferase (iso-C14:0);;;;Lipid metabolism;Glycerophospholipid metabolism;;
283;ACPPATi150;acyl-(acyl carrier protein):phosphate acyltransferase (iso-C15:0);;;;Lipid metabolism;Glycerophospholipid metabolism;;
284;ACPPATi160;acyl-(acyl carrier protein):phosphate acyltransferase (iso-C16:0);;;;Lipid metabolism;Glycerophospholipid metabolism;;
285;ACPPATi170;acyl-(acyl carrier protein):phosphate acyltransferase (iso-C17:0);;;;Lipid metabolism;Glycerophospholipid metabolism;;
286;ACPPATi180;acyl-(acyl carrier protein):phosphate acyltransferase (iso-C18:0);;;;Lipid metabolism;Glycerophospholipid metabolism;;
287;ACPS1;acyl-carrier protein synthase;R01625;META:HOLO-ACP-SYNTH-RXN;Pantothenate and CoA biosynthesis;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
288;ACPSact;acyl-carrier protein synthase (actinorhodin);R01625;HOLO-ACP-SYNTH-RXN;Pantothenate and CoA biosynthesis;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
289;ACPScda;acyl-carrier protein synthase (calcium-dependent antibiotics);R01625;HOLO-ACP-SYNTH-RXN;Pantothenate and CoA biosynthesis;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
290;ACPScpk;acyl-carrier protein synthase (cpk);;;;;;;
291;ACPSpdscpk;acyl-carrier-protein phosphodiesterase (cpk);;;;;;;
292;ACPSredL;acyl-carrier protein synthase (redL);R01625;HOLO-ACP-SYNTH-RXN;Pantothenate and CoA biosynthesis;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
293;ACPSredN;acyl-carrier protein synthase (redN);R01625;HOLO-ACP-SYNTH-RXN;Pantothenate and CoA biosynthesis;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
294;ACPSredQ;acyl-carrier protein synthase (redQ);R01625;HOLO-ACP-SYNTH-RXN;Pantothenate and CoA biosynthesis;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
295;ACPpds;acyl-carrier-protein phosphodiesterase;R01623;META:3.1.4.14-RXN;Pantothenate and CoA biosynthesis;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
296;ACPpdsact;acyl-carrier-protein phosphodiesterase (actinorhodin);R01623;3.1.4.14-RXN;Pantothenate and CoA biosynthesis;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
297;ACPpdscda;acyl-carrier-protein phosphodiesterase (calcium-dependent antibiotics);R01623;3.1.4.14-RXN;Pantothenate and CoA biosynthesis;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
298;ACPpdsredL;acyl-carrier-protein phosphodiesterase (redL);R01623;3.1.4.14-RXN;Pantothenate and CoA biosynthesis;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
299;ACPpdsredN;acyl-carrier-protein phosphodiesterase (redN);R01623;3.1.4.14-RXN;Pantothenate and CoA biosynthesis;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
300;ACPpdsredQ;acyl-carrier-protein phosphodiesterase (redQ);R01623;3.1.4.14-RXN;Pantothenate and CoA biosynthesis;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
301;ACRCOAR;acryloyl-CoA reductase;;RXN-8568;;;;;
302;ACS;acetyl-CoA synthetase;R00235;ACETATE--COA-LIGASE-RXN;['Carbon fixation pathways in prokaryotes', 'Glycolysis / Gluconeogenesis', 'Methane metabolism'];['Carbohydrate metabolism', 'Energy metabolism'];Pyruvate metabolism;;
303;ACS2;acetyl-CoA synthase (propionate);R00925;META:PROPIONATE--COA-LIGASE-RXN;;Carbohydrate metabolism;Alternate Carbon metabolism;;
304;ACTCOALIG;acetate-CoA ligase (ADP-forming);R00229;ACETATE--COA-LIGASE-ADP-FORMING-RXN;;;;;
305;ACTCOAT;acetate CoA-transferase;R01179;R11-RXN;;;;;
306;ACTCOAT2;acetate CoA-transferase;R07832;R8-RXN;;;;;
307;ACTS1;Malonyl-CoA-ACP transacylase (actinorhodin ACP);R01626;MALONYL-COA-ACP-TRANSACYL-RXN;Fatty acid biosynthesis;Metabolism of terpenoids and polyketides;Actinorhodin Biosynthesis;;
308;ACTS10;actIII ketoacyl reductase;R09262;;Biosynthesis of type II polyketide backbone;Metabolism of terpenoids and polyketides;Actinorhodin Biosynthesis;;
309;ACTS11;actVII aromatase;R09265;;Biosynthesis of type II polyketide backbone;Metabolism of terpenoids and polyketides;Actinorhodin Biosynthesis;;
310;ACTS12;actIV cyclase;R09305;;Biosynthesis of type II polyketide products;Metabolism of terpenoids and polyketides;Actinorhodin Biosynthesis;;
311;ACTS13;hydroxylacyl-CoA dehydrogenase;R09306;;Biosynthesis of type II polyketide products;Metabolism of terpenoids and polyketides;Actinorhodin Biosynthesis;;
312;ACTS14;actVI dehydratase;R09308;;Biosynthesis of type II polyketide products;Metabolism of terpenoids and polyketides;Actinorhodin Biosynthesis;;
313;ACTS15;actVI oxidoreductase;R06695;;Biosynthesis of type II polyketide products;Metabolism of terpenoids and polyketides;Actinorhodin Biosynthesis;;
314;ACTS16;actVA-5/actVB monooxygenase;R06696;;Biosynthesis of type II polyketide products;Metabolism of terpenoids and polyketides;Actinorhodin Biosynthesis;;
315;ACTS16b;R09314;R09314;;Biosynthesis of type II polyketide products;Metabolism of terpenoids and polyketides;Actinorhodin Biosynthesis;;
316;ACTS17;R09312;R09312;;Biosynthesis of type II polyketide products;Metabolism of terpenoids and polyketides;Actinorhodin Biosynthesis;;
317;ACTS18;dihydrokalafungin-dihydroquinone,FMNH2:oxygen oxidoreductase (hydroxylating);R09313;;Biosynthesis of type II polyketide products;Metabolism of terpenoids and polyketides;Actinorhodin Biosynthesis;;
318;ACTS19;hydroxylated dihydrokalafungin dimerization;R06697;;;Metabolism of terpenoids and polyketides;Actinorhodin Biosynthesis;;
319;ACTS2;polyketide chain elongation 1;R10707;2.3.1.180-RXN;Fatty acid biosynthesis;Metabolism of terpenoids and polyketides;Actinorhodin Biosynthesis;;
320;ACTS3;polyketide chain elongation 2;;;;Metabolism of terpenoids and polyketides;Actinorhodin Biosynthesis;;
321;ACTS4;polyketide chain elongation 3;;;;Metabolism of terpenoids and polyketides;Actinorhodin Biosynthesis;;
322;ACTS5;polyketide chain elongation 4;;;;Metabolism of terpenoids and polyketides;Actinorhodin Biosynthesis;;
323;ACTS6;polyketide chain elongation 5;;;;Metabolism of terpenoids and polyketides;Actinorhodin Biosynthesis;;
324;ACTS7;polyketide chain elongation 6;;;;Metabolism of terpenoids and polyketides;Actinorhodin Biosynthesis;;
325;ACTS8;polyketide chain elongation 7;;;;Metabolism of terpenoids and polyketides;Actinorhodin Biosynthesis;;
326;ACTS9;actI cyclase;R09259;;Biosynthesis of type II polyketide backbone;Metabolism of terpenoids and polyketides;Actinorhodin Biosynthesis;;
327;ADA;Adenosine deaminase;R01560;;Purine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
328;ADAPAT;acetyl-diaminopimelate aminotransferase;R04467;RXN-4822;;;;;
329;ADCL;4-aminobenzoate synthase;R05553;ADCLY-RXN;Folate biosynthesis;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
330;ADCPS1;adenosylcobinamide-phosphate synthase;;;;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
331;ADCPS2;adenosylcobinamide-phosphate synthase;R06529;RXN-6261;Porphyrin and chlorophyll metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
332;ADCS;4-amino-4-deoxychorismate synthase;R01716;PABASYN-RXN;Folate biosynthesis;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
333;ADCYRS;adenosylcobyric acid synthase (glutamine-hydrolysing);R05225;META:R345-RXN;Porphyrin and chlorophyll metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
334;ADK1;adenylate kinase;R00127;ADENYL-KIN-RXN;Purine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
335;ADK2;adenylate kinase (Inorganic triphosphate, irreversible);;;;Nucleotide metabolism;Nucleotide Salvage Pathway;;
336;ADK3;adentylate kinase (GTP, irreversible);;RXN-14074;;Nucleotide metabolism;Nucleotide Salvage Pathway;;
337;ADK4;adentylate kinase (ITP, irreversible);;;;Nucleotide metabolism;Nucleotide Salvage Pathway;;
338;ADMDC;adenosylmethionine decarboxylase;R00178;SAMDECARB-RXN;['Arginine and proline metabolism', 'Cysteine and methionine metabolism'];Amino acid metabolism;Arginine and Proline metabolism;;
339;ADNCYC;adenylate cyclase;R00089;ADENYLATECYC-RXN;Purine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
340;ADNK1;adenosine kinase;R00185;ADENOSINE-KINASE-RXN;Purine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
341;ADNUC;adenosine hydrolase;R01245;ADENOSINE-NUCLEOSIDASE-RXN;Purine metabolism;Nucleotide metabolism;Alternate Carbon metabolism;;
342;ADOCBIK;Adenosyl cobinamide kinase;R05221;COBINAMIDEKIN-RXN;Porphyrin and chlorophyll metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
343;ADOCBLS;Adenosylcobalamin 5'-phosphate synthase;R05223;COBALAMINSYN-RXN;Porphyrin and chlorophyll metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
344;ADOXFUTS;aminodeoxyfutalosine synthase;;RXN-15264;;;;;
345;ADPRDP;ADPribose diphosphatase;R01054;;Purine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
346;ADPT;adenine phosphoribosyltransferase;R00190;ADENPRIBOSYLTRAN-RXN;Purine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
347;ADPT2;Adenine phosphoribosyltransferase;R04378;;Purine metabolism;Nucleotide metabolism;Purine and pyrimidine biosynthesis;;
348;ADSK;adenylyl-sulfate kinase;R00509;ADENYLYLSULFKIN-RXN;['Sulfur metabolism', 'Purine metabolism'];['Energy metabolism', 'Nucleotide metabolism'];Cysteine metabolism;;
349;ADSL1r;adenylsuccinate lyase;R01083;AMPSYN-RXN;['Purine metabolism', 'Alanine, aspartate and glutamate metabolism'];['Nucleotide metabolism', 'Amino acid metabolism'];Purine and pyrimidine biosynthesis;;
350;ADSL2r;adenylosuccinate lyase;R04559;META:AICARSYN-RXN;Purine metabolism;Nucleotide metabolism;Purine and pyrimidine biosynthesis;;
351;ADSS;adenylosuccinate synthase;R01135;ADENYLOSUCCINATE-SYNTHASE-RXN;['Purine metabolism', 'Alanine, aspartate and glutamate metabolism'];['Nucleotide metabolism', 'Amino acid metabolism'];Purine and pyrimidine biosynthesis;;
